Location,Date,Round,player,opponent,player_rank,opponent_rank,player_hand,player_ht,player_nationality,player_age,opponent_hand,opponent_ht,opponent_nationality,opponent_age,win
Queens Club,06/23/2017,Quarterfinals,Cilic M.,Young D.,7.0,55.0,R,198.0,CRO,30.2,L,183.0,USA,29.6,1
Queens Club,06/23/2017,Quarterfinals,Dimitrov G.,Medvedev D.,11.0,60.0,R,188.0,BUL,27.6,R,198.0,RUS,22.8,1
Queens Club,06/23/2017,Quarterfinals,Lopez F.,Berdych T.,32.0,14.0,L,188.0,ESP,37.4,R,196.0,CZE,33.2,1
Queens Club,06/24/2017,Semifinals,Cilic M.,Muller G.,7.0,26.0,R,198.0,CRO,30.2,L,193.0,LUX,41.0,1
Queens Club,06/24/2017,Semifinals,Lopez F.,Dimitrov G.,32.0,11.0,L,188.0,ESP,37.4,R,188.0,BUL,27.6,1
Queens Club,06/25/2017,The Final,Lopez F.,Cilic M.,32.0,7.0,L,188.0,ESP,37.4,R,198.0,CRO,30.2,1
Antalya,06/25/2017,Round of 128,Darcis S.,Istomin D.,59.0,71.0,R,178.0,BEL,34.8,R,188.0,UZB,32.3,1
Antalya,06/25/2017,Round of 128,Mannarino A.,Coric B.,62.0,42.0,L,183.0,FRA,30.6,R,188.0,CRO,22.1,1
Antalya,06/26/2017,Round of 128,Sugita Y.,Ebden M.,66.0,272.0,R,173.0,JPN,31.0,R,188.0,AUS,31.1,1
Antalya,06/26/2017,Round of 128,Albot R.,Sousa J.,116.0,58.0,R,175.0,MDA,29.1,R,185.0,POR,29.7,1
Antalya,06/26/2017,Round of 128,Baghdatis M.,Basilashvili N.,79.0,51.0,R,183.0,CYP,33.6,R,185.0,GEO,26.8,1
Antalya,06/26/2017,Round of 128,Berlocq C.,Troicki V.,80.0,40.0,R,183.0,ARG,41.0,R,193.0,SRB,32.9,1
Antalya,06/26/2017,Round of 128,Safwat M.,Ilkel C.,282.0,253.0,R,183.0,EGY,28.9,R,185.0,TUR,23.3,1
Antalya,06/27/2017,Round of 128,Tipsarevic J.,Harris L.,61.0,257.0,R,180.0,SRB,34.7,R,193.0,RSA,21.8,1
Antalya,06/27/2017,Round of 128,Seppi A.,Majchrzak K.,102.0,279.0,R,190.0,ITA,34.8,R,183.0,POL,23.0,1
Antalya,06/27/2017,Round of 128,Ilhan M.,Klizan M.,287.0,44.0,R,191.0,TUR,37.0,L,190.0,SVK,29.4,1
Antalya,06/27/2017,Round of 64,Baghdatis M.,Berlocq C.,79.0,80.0,R,183.0,CYP,33.6,R,183.0,ARG,36.0,1
Antalya,06/27/2017,Round of 64,Verdasco F.,Darcis S.,35.0,59.0,L,188.0,ESP,35.1,R,178.0,BEL,34.8,1
Antalya,06/27/2017,Round of 64,Mannarino A.,Safwat M.,62.0,282.0,L,183.0,FRA,30.6,R,183.0,EGY,28.4,1
Antalya,06/27/2017,Round of 64,Ramanathan R.,Thiem D.,222.0,8.0,R,188.0,IND,24.1,R,185.0,AUT,25.3,1
Antalya,06/28/2017,Round of 64,Albot R.,Lorenzi P.,116.0,33.0,R,175.0,MDA,29.1,R,183.0,ITA,37.0,1
Antalya,06/28/2017,Round of 64,Seppi A.,Tipsarevic J.,102.0,61.0,R,190.0,ITA,34.8,R,180.0,SRB,34.5,1
Antalya,06/28/2017,Round of 64,Altmaier D.,Ilhan M.,252.0,287.0,R,191.0,GER,22.0,R,191.0,TUR,37.0,1
Antalya,06/28/2017,Round of 64,Sugita Y.,Ferrer D.,66.0,39.0,R,173.0,JPN,31.0,R,175.0,ESP,36.7,1
Antalya,06/29/2017,Quarterfinals,Baghdatis M.,Ramanathan R.,79.0,222.0,R,183.0,CYP,33.6,R,188.0,IND,24.1,1
Antalya,06/29/2017,Quarterfinals,Sugita Y.,Altmaier D.,66.0,252.0,R,173.0,JPN,31.0,R,191.0,GER,20.8,1
Antalya,06/29/2017,Quarterfinals,Seppi A.,Albot R.,102.0,116.0,R,190.0,ITA,34.8,R,175.0,MDA,29.1,1
Antalya,06/29/2017,Quarterfinals,Mannarino A.,Verdasco F.,62.0,35.0,L,183.0,FRA,30.6,L,188.0,ESP,35.1,1
Antalya,06/30/2017,Semifinals,Sugita Y.,Baghdatis M.,66.0,79.0,R,173.0,JPN,31.0,R,183.0,CYP,33.6,1
Antalya,06/30/2017,Semifinals,Mannarino A.,Seppi A.,62.0,102.0,L,183.0,FRA,30.6,R,190.0,ITA,34.8,1
Antalya,07/01/2017,The Final,Sugita Y.,Mannarino A.,66.0,62.0,R,173.0,JPN,31.0,L,183.0,FRA,30.5,1
Eastbourne,06/26/2017,Round of 128,Donaldson J.,Schwartzman D.,65.0,37.0,R,188.0,USA,22.3,R,170.0,ARG,26.3,1
Eastbourne,06/26/2017,Round of 128,Young D.,Edmund K.,47.0,48.0,L,183.0,USA,35.0,R,188.0,GBR,23.9,1
Eastbourne,06/26/2017,Round of 128,Pospisil V.,Vesely J.,75.0,46.0,R,193.0,CAN,29.1,L,198.0,CZE,25.4,1
Eastbourne,06/26/2017,Round of 128,Anderson K.,Bellucci T.,45.0,53.0,R,203.0,RSA,32.6,L,188.0,BRA,37.0,1
Eastbourne,06/26/2017,Round of 128,Tomic B.,Gombos N.,60.0,90.0,R,193.0,AUS,26.3,R,193.0,SVK,28.9,1
Eastbourne,06/26/2017,Round of 128,Haase R.,Mahut N.,38.0,76.0,R,190.0,NED,31.7,R,190.0,FRA,37.0,1
Eastbourne,06/26/2017,Round of 128,Norrie C.,Zeballos H.,236.0,49.0,L,188.0,GBR,23.3,L,188.0,ARG,39.0,1
Eastbourne,06/28/2017,Round of 128,Lajovic D.,Chardy J.,78.0,70.0,R,180.0,SRB,28.5,R,188.0,FRA,31.8,1
Eastbourne,06/28/2017,Round of 128,Fabbiano T.,Skugor F.,95.0,304.0,R,173.0,ITA,29.6,R,193.0,CRO,31.3,1
Eastbourne,06/28/2017,Round of 128,Zverev M.,Harrison R.,30.0,41.0,L,190.0,GER,31.5,R,183.0,USA,26.6,1
Eastbourne,06/28/2017,Round of 128,Medvedev D.,Querrey S.,52.0,28.0,R,198.0,RUS,22.8,R,198.0,USA,31.2,1
Eastbourne,06/28/2017,Round of 128,Gasquet R.,Tiafoe F.,27.0,63.0,R,185.0,FRA,32.8,R,188.0,USA,20.9,1
Eastbourne,06/28/2017,Round of 64,Djokovic N.,Pospisil V.,4.0,75.0,R,188.0,SRB,31.6,R,193.0,CAN,29.0,1
Eastbourne,06/28/2017,Round of 64,Young D.,Donaldson J.,47.0,65.0,L,183.0,USA,35.0,R,188.0,USA,22.3,1
Eastbourne,06/29/2017,Round of 64,Medvedev D.,Haase R.,52.0,38.0,R,198.0,RUS,22.8,R,190.0,NED,31.7,1
Eastbourne,06/29/2017,Round of 64,Johnson S.,Fabbiano T.,31.0,95.0,R,188.0,USA,29.1,R,173.0,ITA,29.6,1
Eastbourne,06/29/2017,Round of 64,Isner J.,Lajovic D.,21.0,78.0,R,206.0,USA,33.7,R,180.0,SRB,28.5,1
Eastbourne,06/29/2017,Round of 64,Tomic B.,Zverev M.,60.0,30.0,R,193.0,AUS,26.3,L,190.0,GER,31.3,1
Eastbourne,06/29/2017,Round of 64,Monfils G.,Norrie C.,16.0,236.0,R,193.0,FRA,32.3,L,188.0,GBR,23.3,1
Eastbourne,06/29/2017,Round of 64,Gasquet R.,Anderson K.,27.0,45.0,R,185.0,FRA,32.8,R,203.0,RSA,32.6,1
Eastbourne,06/29/2017,Quarterfinals,Djokovic N.,Young D.,4.0,47.0,R,188.0,SRB,31.6,L,183.0,USA,29.6,1
Eastbourne,06/29/2017,Quarterfinals,Medvedev D.,Johnson S.,52.0,31.0,R,198.0,RUS,22.8,R,188.0,USA,29.0,1
Eastbourne,06/29/2017,Quarterfinals,Monfils G.,Tomic B.,16.0,60.0,R,193.0,FRA,32.3,R,193.0,AUS,26.2,1
Eastbourne,06/29/2017,Quarterfinals,Gasquet R.,Isner J.,27.0,21.0,R,185.0,FRA,32.8,R,206.0,USA,33.7,1
Eastbourne,06/30/2017,Semifinals,Djokovic N.,Medvedev D.,4.0,52.0,R,188.0,SRB,31.6,R,198.0,RUS,22.8,1
Eastbourne,06/30/2017,Semifinals,Monfils G.,Gasquet R.,16.0,27.0,R,193.0,FRA,32.3,R,185.0,FRA,32.8,1
Eastbourne,07/01/2017,The Final,Djokovic N.,Monfils G.,4.0,16.0,R,188.0,SRB,31.6,R,193.0,FRA,32.3,1
London,07/03/2017,Round of 128,Querrey S.,Fabbiano T.,28.0,91.0,R,198.0,USA,31.2,R,173.0,ITA,29.6,1
London,07/03/2017,Round of 128,Monteiro T.,Whittington A.,100.0,210.0,L,183.0,BRA,24.7,R,188.0,AUS,31.0,1
London,07/03/2017,Round of 128,Janowicz J.,Shapovalov D.,141.0,164.0,R,203.0,POL,29.3,L,185.0,CAN,19.7,1
London,07/03/2017,Round of 128,Brown D.,Sousa J.,97.0,62.0,R,196.0,GER,34.5,R,185.0,POR,29.7,1
London,07/03/2017,Round of 128,Basilashvili N.,Berlocq C.,54.0,80.0,R,185.0,GEO,26.8,R,183.0,ARG,36.0,1
London,07/03/2017,Round of 128,Murray A.,Bublik A.,1.0,135.0,R,190.0,GBR,31.6,R,196.0,KAZ,21.7,1
London,07/03/2017,Round of 128,Nishikori K.,Cecchinato M.,9.0,102.0,R,178.0,JPN,29.0,R,185.0,ITA,26.2,1
London,07/03/2017,Round of 128,Anderson K.,Verdasco F.,42.0,35.0,R,203.0,RSA,32.6,L,188.0,ESP,35.1,1
London,07/03/2017,Round of 128,Young D.,Istomin D.,43.0,72.0,L,183.0,USA,35.0,R,188.0,UZB,32.3,1
London,07/03/2017,Round of 128,Pouille L.,Jaziri M.,16.0,77.0,R,185.0,FRA,24.8,R,185.0,TUN,34.9,1
London,07/03/2017,Round of 128,Gojowczyk P.,Copil M.,140.0,85.0,R,185.0,GER,29.4,R,193.0,ROU,28.2,1
London,07/03/2017,Round of 128,Stakhovsky S.,Benneteau J.,122.0,81.0,R,193.0,UKR,33.1,R,185.0,FRA,43.0,1
London,07/03/2017,Round of 128,Seppi A.,Gombos N.,87.0,93.0,R,190.0,ITA,34.8,R,193.0,SVK,28.9,1
London,07/03/2017,Round of 128,Cilic M.,Kohlschreiber P.,6.0,60.0,R,198.0,CRO,30.2,R,178.0,GER,35.2,1
London,07/03/2017,Round of 128,Nadal R.,Millman J.,2.0,137.0,L,185.0,ESP,32.6,R,183.0,AUS,29.5,1
London,07/03/2017,Round of 128,Mayer F.,Troicki V.,114.0,40.0,R,191.0,GER,41.0,R,193.0,SRB,32.9,1
London,07/03/2017,Round of 128,Bedene A.,Karlovic I.,58.0,23.0,R,181.0,SLO,29.5,R,208.0,CRO,39.8,1
London,07/03/2017,Round of 128,Fognini F.,Tursunov D.,29.0,715.0,R,178.0,ITA,31.6,R,185.0,RUS,42.0,1
London,07/03/2017,Round of 128,Rosol L.,Laaksonen H.,214.0,104.0,R,196.0,CZE,34.2,R,185.0,SUI,26.7,1
London,07/03/2017,Round of 128,Muller G.,Fucsovics M.,26.0,109.0,L,193.0,LUX,41.0,R,188.0,HUN,26.8,1
London,07/03/2017,Round of 128,Bemelmans R.,Haas T.,124.0,258.0,L,183.0,BEL,32.1,R,188.0,GER,46.0,1
London,07/03/2017,Round of 128,Vesely J.,Marchenko I.,48.0,117.0,L,198.0,CZE,25.4,R,185.0,UKR,32.0,1
London,07/03/2017,Round of 128,Medvedev D.,Wawrinka S.,49.0,3.0,R,198.0,RUS,22.8,R,183.0,SUI,33.7,1
London,07/03/2017,Round of 128,Dzumhur D.,Olivo R.,83.0,89.0,R,172.0,BIH,26.7,R,180.0,ARG,27.9,1
London,07/03/2017,Round of 128,Johnson S.,Kicker N.,31.0,94.0,R,188.0,USA,29.1,R,178.0,ARG,32.0,1
London,07/04/2017,Round of 128,Pavlasek A.,Escobedo E.,136.0,74.0,R,185.0,CZE,30.0,R,185.0,MEX,23.1,1
London,07/04/2017,Round of 128,Darcis S.,Berankis R.,61.0,196.0,R,178.0,BEL,34.8,R,175.0,LTU,28.5,1
London,07/04/2017,Round of 128,Edmund K.,Ward A.,50.0,869.0,R,188.0,GBR,24.1,R,185.0,GBR,34.0,1
London,07/04/2017,Round of 128,Ferrer D.,Gasquet R.,39.0,27.0,R,175.0,ESP,36.7,R,185.0,FRA,32.8,1
London,07/04/2017,Round of 128,Kukushkin M.,Daniel T.,118.0,92.0,R,183.0,KAZ,31.1,R,191.0,JPN,25.9,1
London,07/04/2017,Round of 128,Youzhny M.,Mahut N.,82.0,78.0,R,183.0,RUS,42.0,R,190.0,FRA,37.0,1
London,07/04/2017,Round of 128,Zverev M.,Tomic B.,30.0,59.0,L,190.0,GER,31.5,R,193.0,AUS,26.2,1
London,07/04/2017,Round of 128,Ramos-Vinolas A.,Thompson J.,22.0,86.0,L,188.0,ESP,36.0,R,183.0,AUS,24.6,1
London,07/04/2017,Round of 128,Rublev A.,Travaglia S.,95.0,155.0,R,188.0,RUS,21.1,R,185.0,ITA,27.0,1
London,07/04/2017,Round of 128,Monfils G.,Brands D.,14.0,215.0,R,193.0,FRA,32.3,R,196.0,GER,31.5,1
London,07/04/2017,Round of 128,Albot R.,Bagnis F.,108.0,107.0,R,175.0,MDA,29.1,L,183.0,ARG,28.9,1
London,07/04/2017,Round of 128,Simon G.,Jarry N.,36.0,182.0,R,183.0,FRA,34.0,R,198.0,CHI,23.2,1
London,07/04/2017,Round of 128,Djokovic N.,Klizan M.,4.0,47.0,R,188.0,SRB,31.6,L,190.0,SVK,29.4,1
London,07/04/2017,Round of 128,Sugita Y.,Klein B.,44.0,232.0,R,173.0,JPN,31.0,R,188.0,GBR,35.0,1
London,07/04/2017,Round of 128,Zverev A.,Donskoy E.,12.0,98.0,R,198.0,GER,21.7,R,185.0,RUS,28.6,1
London,07/04/2017,Round of 128,Baghdatis M.,Ward J.,65.0,1085.0,R,183.0,CYP,33.6,R,190.0,GBR,32.3,1
London,07/04/2017,Round of 128,Sock J.,Garin C.,18.0,220.0,R,185.0,USA,26.9,R,185.0,CHI,22.6,1
London,07/04/2017,Round of 128,Lajovic D.,Tsitsipas S.,79.0,192.0,R,180.0,SRB,28.5,R,193.0,GRE,20.4,1
London,07/04/2017,Round of 128,Harrison R.,Coric B.,41.0,45.0,R,183.0,USA,26.6,R,188.0,CRO,22.1,1
London,07/04/2017,Round of 128,Berdych T.,Chardy J.,15.0,71.0,R,196.0,CZE,33.2,R,188.0,FRA,31.8,1
London,07/04/2017,Round of 128,Ofner S.,Bellucci T.,216.0,55.0,R,191.0,AUT,23.2,L,188.0,BRA,37.0,1
London,07/04/2017,Round of 128,Tiafoe F.,Haase R.,64.0,38.0,R,188.0,USA,20.9,R,190.0,NED,31.7,1
London,07/04/2017,Round of 128,Thiem D.,Pospisil V.,8.0,73.0,R,185.0,AUT,25.3,R,193.0,CAN,29.0,1
London,07/04/2017,Round of 128,Dimitrov G.,Schwartzman D.,11.0,37.0,R,188.0,BUL,27.6,R,170.0,ARG,26.3,1
London,07/04/2017,Round of 128,Sela D.,Granollers M.,90.0,112.0,R,175.0,ISR,39.0,R,190.0,ESP,32.7,1
London,07/04/2017,Round of 128,Isner J.,Fritz T.,21.0,128.0,R,206.0,USA,33.7,R,193.0,USA,21.1,1
London,07/04/2017,Round of 128,Mannarino A.,Lopez F.,51.0,25.0,L,183.0,FRA,30.6,L,188.0,ESP,37.3,1
London,07/04/2017,Round of 128,Donaldson J.,Tipsarevic J.,67.0,63.0,R,188.0,USA,22.3,R,180.0,SRB,34.5,1
London,07/05/2017,Round of 128,Lorenzi P.,Zeballos H.,33.0,52.0,R,183.0,ITA,37.1,L,188.0,ARG,39.0,1
London,07/05/2017,Round of 64,Muller G.,Rosol L.,26.0,214.0,L,193.0,LUX,41.0,R,196.0,CZE,33.8,1
London,07/05/2017,Round of 64,Nishikori K.,Stakhovsky S.,9.0,122.0,R,178.0,JPN,29.0,R,193.0,UKR,32.9,1
London,07/05/2017,Round of 64,Querrey S.,Basilashvili N.,28.0,54.0,R,198.0,USA,31.2,R,185.0,GEO,26.8,1
London,07/05/2017,Round of 64,Bedene A.,Dzumhur D.,58.0,83.0,R,181.0,SLO,29.5,R,172.0,BIH,26.6,1
London,07/05/2017,Round of 64,Bemelmans R.,Medvedev D.,124.0,49.0,L,183.0,BEL,32.1,R,198.0,RUS,22.8,1
London,07/05/2017,Round of 64,Khachanov K.,Monteiro T.,34.0,100.0,R,198.0,RUS,22.6,L,183.0,BRA,24.5,1
London,07/05/2017,Round of 64,Cilic M.,Mayer F.,6.0,114.0,R,198.0,CRO,30.2,R,191.0,GER,41.0,1
London,07/05/2017,Round of 64,Johnson S.,Albot R.,31.0,108.0,R,188.0,USA,29.1,R,175.0,MDA,29.1,1
London,07/05/2017,Round of 64,Fognini F.,Vesely J.,29.0,48.0,R,178.0,ITA,31.6,L,198.0,CZE,25.4,1
London,07/05/2017,Round of 64,Janowicz J.,Pouille L.,141.0,16.0,R,203.0,POL,29.3,R,185.0,FRA,24.8,1
London,07/05/2017,Round of 64,Anderson K.,Seppi A.,42.0,87.0,R,203.0,RSA,32.6,R,190.0,ITA,34.8,1
London,07/05/2017,Round of 64,Murray A.,Brown D.,1.0,97.0,R,190.0,GBR,31.6,R,196.0,GER,34.5,1
London,07/05/2017,Round of 64,Nadal R.,Young D.,2.0,43.0,L,185.0,ESP,32.6,L,183.0,USA,29.6,1
London,07/06/2017,Round of 64,Ferrer D.,Darcis S.,39.0,61.0,R,175.0,ESP,36.7,R,178.0,BEL,34.8,1
London,07/06/2017,Round of 64,Dimitrov G.,Baghdatis M.,11.0,65.0,R,188.0,BUL,27.6,R,183.0,CYP,33.6,1
London,07/06/2017,Round of 64,Sela D.,Isner J.,90.0,21.0,R,175.0,ISR,39.0,R,206.0,USA,33.7,1
London,07/06/2017,Round of 64,Zverev M.,Kukushkin M.,30.0,118.0,L,190.0,GER,31.5,R,183.0,KAZ,31.0,1
London,07/06/2017,Round of 64,Monfils G.,Edmund K.,14.0,50.0,R,193.0,FRA,32.3,R,188.0,GBR,23.9,1
London,07/06/2017,Round of 64,Djokovic N.,Pavlasek A.,4.0,136.0,R,188.0,SRB,31.6,R,185.0,CZE,30.0,1
London,07/06/2017,Round of 64,Mannarino A.,Sugita Y.,51.0,44.0,L,183.0,FRA,30.6,R,173.0,JPN,30.7,1
London,07/06/2017,Round of 64,Thiem D.,Simon G.,8.0,36.0,R,185.0,AUT,25.3,R,183.0,FRA,34.0,1
London,07/06/2017,Round of 64,Berdych T.,Harrison R.,15.0,41.0,R,196.0,CZE,33.2,R,183.0,USA,26.6,1
London,07/06/2017,Round of 64,Raonic M.,Youzhny M.,7.0,82.0,R,196.0,CAN,28.0,R,183.0,RUS,42.0,1
London,07/06/2017,Round of 64,Ramos-Vinolas A.,Rublev A.,22.0,95.0,L,188.0,ESP,36.0,R,188.0,RUS,21.1,1
London,07/06/2017,Round of 64,Donaldson J.,Lorenzi P.,67.0,33.0,R,188.0,USA,22.3,R,183.0,ITA,37.0,1
London,07/06/2017,Round of 64,Zverev A.,Tiafoe F.,12.0,64.0,R,198.0,GER,21.7,R,188.0,USA,20.9,1
London,07/06/2017,Round of 64,Federer R.,Lajovic D.,5.0,79.0,R,185.0,SUI,37.4,R,180.0,SRB,28.5,1
London,07/06/2017,Round of 64,Ofner S.,Sock J.,216.0,18.0,R,191.0,AUT,23.2,R,185.0,USA,26.3,1
London,07/07/2017,Round of 32,Muller G.,Bedene A.,26.0,58.0,L,193.0,LUX,41.0,R,181.0,SLO,29.4,1
London,07/07/2017,Round of 32,Cilic M.,Johnson S.,6.0,31.0,R,198.0,CRO,30.2,R,188.0,USA,29.0,1
London,07/07/2017,Round of 32,Paire B.,Janowicz J.,46.0,141.0,R,196.0,FRA,29.6,R,203.0,POL,34.0,1
London,07/07/2017,Round of 32,Nadal R.,Khachanov K.,2.0,34.0,L,185.0,ESP,32.6,R,198.0,RUS,22.6,1
London,07/07/2017,Round of 32,Murray A.,Fognini F.,1.0,29.0,R,190.0,GBR,31.6,R,178.0,ITA,31.6,1
London,07/07/2017,Round of 32,Anderson K.,Bemelmans R.,42.0,124.0,R,203.0,RSA,32.6,L,183.0,BEL,31.0,1
London,07/08/2017,Round of 32,Dimitrov G.,Sela D.,11.0,90.0,R,188.0,BUL,27.6,R,175.0,ISR,34.4,1
London,07/08/2017,Round of 32,Mannarino A.,Monfils G.,51.0,14.0,L,183.0,FRA,30.6,R,193.0,FRA,32.3,1
London,07/08/2017,Round of 32,Raonic M.,Ramos-Vinolas A.,7.0,22.0,R,196.0,CAN,28.0,L,188.0,ESP,36.0,1
London,07/08/2017,Round of 32,Berdych T.,Ferrer D.,15.0,39.0,R,196.0,CZE,33.2,R,175.0,ESP,36.7,1
London,07/08/2017,Round of 32,Djokovic N.,Gulbis E.,4.0,589.0,R,188.0,SRB,31.6,R,190.0,LAT,30.3,1
London,07/08/2017,Round of 32,Zverev A.,Ofner S.,12.0,216.0,R,198.0,GER,21.7,R,191.0,AUT,23.2,1
London,07/08/2017,Round of 32,Thiem D.,Donaldson J.,8.0,67.0,R,185.0,AUT,25.3,R,188.0,USA,22.3,1
London,07/08/2017,Round of 32,Federer R.,Zverev M.,5.0,30.0,R,185.0,SUI,37.4,L,190.0,GER,31.3,1
London,07/10/2017,Round of 16,Querrey S.,Anderson K.,28.0,42.0,R,198.0,USA,31.2,R,203.0,RSA,32.6,1
London,07/10/2017,Round of 16,Murray A.,Paire B.,1.0,46.0,R,190.0,GBR,31.6,R,196.0,FRA,29.6,1
London,07/10/2017,Round of 16,Berdych T.,Thiem D.,15.0,8.0,R,196.0,CZE,33.2,R,185.0,AUT,25.3,1
London,07/10/2017,Round of 16,Muller G.,Nadal R.,26.0,2.0,L,193.0,LUX,41.0,L,185.0,ESP,32.6,1
London,07/10/2017,Round of 16,Raonic M.,Zverev A.,7.0,12.0,R,196.0,CAN,28.0,R,198.0,GER,21.7,1
London,07/10/2017,Round of 16,Federer R.,Dimitrov G.,5.0,11.0,R,185.0,SUI,37.4,R,188.0,BUL,27.6,1
London,07/11/2017,Round of 16,Djokovic N.,Mannarino A.,4.0,51.0,R,188.0,SRB,31.6,L,183.0,FRA,30.5,1
London,07/12/2017,Quarterfinals,Cilic M.,Muller G.,6.0,26.0,R,198.0,CRO,30.2,L,193.0,LUX,41.0,1
London,07/12/2017,Quarterfinals,Querrey S.,Murray A.,28.0,1.0,R,198.0,USA,31.2,R,190.0,GBR,31.6,1
London,07/12/2017,Quarterfinals,Federer R.,Raonic M.,5.0,7.0,R,185.0,SUI,37.4,R,196.0,CAN,28.0,1
London,07/12/2017,Quarterfinals,Berdych T.,Djokovic N.,15.0,4.0,R,196.0,CZE,33.2,R,188.0,SRB,31.6,1
London,07/14/2017,Semifinals,Cilic M.,Querrey S.,6.0,28.0,R,198.0,CRO,30.2,R,198.0,USA,31.2,1
London,07/14/2017,Semifinals,Federer R.,Berdych T.,5.0,15.0,R,185.0,SUI,37.4,R,196.0,CZE,33.2,1
London,07/16/2017,The Final,Federer R.,Cilic M.,5.0,6.0,R,185.0,SUI,37.4,R,198.0,CRO,30.2,1
Bastad,07/17/2017,Round of 128,Laaksonen H.,Ymer M.,100.0,337.0,R,185.0,SUI,26.7,R,183.0,SWE,20.5,1
Bastad,07/18/2017,Round of 128,Bagnis F.,Haas T.,113.0,243.0,L,183.0,ARG,29.3,R,188.0,GER,46.0,1
Bastad,07/18/2017,Round of 128,Monteiro T.,Lajovic D.,103.0,61.0,L,183.0,BRA,24.7,R,180.0,SRB,28.5,1
Bastad,07/18/2017,Round of 128,Brown D.,Bellucci T.,93.0,65.0,R,196.0,GER,34.5,L,188.0,BRA,37.0,1
Bastad,07/18/2017,Round of 128,Schwartzman D.,Marterer M.,38.0,117.0,R,170.0,ARG,26.3,L,191.0,GER,23.5,1
Bastad,07/18/2017,Round of 128,Ferrer D.,Delbonis F.,46.0,84.0,R,175.0,ESP,36.7,L,190.0,ARG,28.2,1
Bastad,07/18/2017,Round of 128,Zeballos H.,Basilashvili N.,56.0,51.0,L,188.0,ARG,39.0,R,185.0,GEO,26.8,1
Bastad,07/18/2017,Round of 128,Verdasco F.,Ymer E.,39.0,237.0,L,188.0,ESP,35.1,R,183.0,SWE,22.8,1
Bastad,07/19/2017,Round of 64,Schwartzman D.,Olivo R.,38.0,119.0,R,170.0,ARG,26.3,R,180.0,ARG,27.9,1
Bastad,07/19/2017,Round of 64,Laaksonen H.,Cuevas P.,100.0,29.0,R,185.0,SUI,26.7,R,180.0,URU,33.0,1
Bastad,07/19/2017,Round of 64,Ferrer D.,Brown D.,46.0,93.0,R,175.0,ESP,36.7,R,196.0,GER,34.5,1
Bastad,07/20/2017,Round of 64,Khachanov K.,Gulbis E.,33.0,348.0,R,198.0,RUS,22.6,R,190.0,LAT,30.3,1
Bastad,07/20/2017,Round of 64,Verdasco F.,Bagnis F.,39.0,113.0,L,188.0,ESP,35.1,L,183.0,ARG,28.9,1
Bastad,07/20/2017,Round of 64,Ramos-Vinolas A.,Monteiro T.,24.0,103.0,L,188.0,ESP,36.0,L,183.0,BRA,24.5,1
Bastad,07/21/2017,Quarterfinals,Verdasco F.,Ramos-Vinolas A.,39.0,24.0,L,188.0,ESP,35.1,L,188.0,ESP,36.0,1
Bastad,07/21/2017,Quarterfinals,Ferrer D.,Laaksonen H.,46.0,100.0,R,175.0,ESP,36.7,R,185.0,SUI,26.7,1
Bastad,07/22/2017,Semifinals,Ferrer D.,Verdasco F.,46.0,39.0,R,175.0,ESP,36.7,L,188.0,ESP,35.1,1
Newport,07/17/2017,Round of 128,Novikov D.,Chiudinelli M.,203.0,211.0,R,193.0,USA,31.0,R,185.0,SUI,43.0,1
Newport,07/17/2017,Round of 128,Kudla D.,Krueger M.,178.0,186.0,R,180.0,USA,26.3,R,188.0,USA,25.0,1
Newport,07/17/2017,Round of 128,Kamke T.,Fritz T.,185.0,120.0,R,178.0,GER,38.0,R,193.0,USA,21.1,1
Newport,07/17/2017,Round of 128,Menendez-Maceiras A.,Kozlov S.,140.0,129.0,R,183.0,ESP,39.0,R,183.0,USA,22.0,1
Newport,07/17/2017,Round of 128,Fratangelo B.,Marchenko I.,142.0,112.0,R,183.0,USA,25.6,R,185.0,UKR,32.0,1
Newport,07/18/2017,Round of 128,Groth S.,Krajicek A.,201.0,274.0,R,193.0,AUS,37.0,L,188.0,USA,34.0,1
Newport,07/18/2017,Round of 128,Santillan A.,Mmoh M.,171.0,173.0,R,180.0,AUS,27.0,R,188.0,USA,20.9,1
Newport,07/18/2017,Round of 128,Lacko L.,Opelka R.,127.0,126.0,R,185.0,SVK,31.2,R,211.0,USA,21.3,1
Newport,07/18/2017,Round of 128,Dancevic F.,Sandgren T.,422.0,101.0,R,185.0,CAN,40.0,R,188.0,USA,27.4,1
Newport,07/18/2017,Round of 128,Ebden M.,Ram R.,249.0,235.0,R,188.0,AUS,31.1,R,193.0,USA,40.0,1
Newport,07/19/2017,Round of 64,Gojowczyk P.,Kravchuk K.,131.0,122.0,R,185.0,GER,29.4,R,191.0,RUS,39.0,1
Newport,07/19/2017,Round of 64,Karlovic I.,Kudla D.,25.0,178.0,R,208.0,CRO,39.8,R,180.0,USA,26.3,1
Newport,07/19/2017,Round of 64,Kamke T.,Mannarino A.,185.0,41.0,R,178.0,GER,38.0,L,183.0,FRA,30.5,1
Newport,07/19/2017,Round of 64,Isner J.,Groth S.,21.0,201.0,R,206.0,USA,33.7,R,193.0,AUS,37.0,1
Newport,07/19/2017,Round of 64,Ebden M.,Lacko L.,249.0,127.0,R,188.0,AUS,31.1,R,185.0,SVK,31.2,1
