Location,Date,Round,player,opponent,player_rank,opponent_rank,player_hand,player_ht,player_nationality,player_age,opponent_hand,opponent_ht,opponent_nationality,opponent_age,win
Melbourne,01/21/2017,Round of 32,Nadal R.,Zverev A.,9.0,24.0,L,185.0,ESP,32.6,R,198.0,GER,21.7,1
Melbourne,01/21/2017,Round of 32,Raonic M.,Simon G.,3.0,25.0,R,196.0,CAN,28.0,R,183.0,FRA,34.0,1
Melbourne,01/21/2017,Round of 32,Monfils G.,Kohlschreiber P.,6.0,33.0,R,193.0,FRA,32.3,R,178.0,GER,35.2,1
Melbourne,01/21/2017,Round of 32,Dimitrov G.,Gasquet R.,15.0,18.0,R,188.0,BUL,27.6,R,185.0,FRA,32.8,1
Melbourne,01/22/2017,Round of 16,Zverev M.,Murray A.,50.0,1.0,L,190.0,GER,31.5,R,190.0,GBR,31.6,1
Melbourne,01/22/2017,Round of 16,Wawrinka S.,Seppi A.,4.0,89.0,R,183.0,SUI,33.7,R,190.0,ITA,34.8,1
Melbourne,01/22/2017,Round of 16,Federer R.,Nishikori K.,17.0,5.0,R,185.0,SUI,37.4,R,178.0,JPN,29.0,1
Melbourne,01/23/2017,Round of 16,Goffin D.,Thiem D.,11.0,8.0,R,180.0,BEL,28.1,R,185.0,AUT,25.3,1
Melbourne,01/23/2017,Round of 16,Dimitrov G.,Istomin D.,15.0,117.0,R,188.0,BUL,27.6,R,188.0,UZB,32.3,1
Melbourne,01/23/2017,Round of 16,Nadal R.,Monfils G.,9.0,6.0,L,185.0,ESP,32.6,R,193.0,FRA,32.3,1
Melbourne,01/24/2017,Quarterfinals,Federer R.,Zverev M.,17.0,50.0,R,185.0,SUI,37.4,L,190.0,GER,31.3,1
Melbourne,01/25/2017,Quarterfinals,Dimitrov G.,Goffin D.,15.0,11.0,R,188.0,BUL,27.6,R,180.0,BEL,28.0,1
Melbourne,01/25/2017,Quarterfinals,Nadal R.,Raonic M.,9.0,3.0,L,185.0,ESP,32.6,R,196.0,CAN,28.0,1
Melbourne,01/26/2017,Semifinals,Federer R.,Wawrinka S.,17.0,4.0,R,185.0,SUI,37.4,R,183.0,SUI,33.7,1
Melbourne,01/27/2017,Semifinals,Nadal R.,Dimitrov G.,9.0,15.0,L,185.0,ESP,32.6,R,188.0,BUL,27.6,1
Melbourne,01/29/2017,The Final,Federer R.,Nadal R.,17.0,9.0,R,185.0,SUI,37.4,L,185.0,ESP,32.6,1
Montpellier,02/06/2017,Round of 128,Chardy J.,Granollers M.,68.0,39.0,R,188.0,FRA,31.8,R,190.0,ESP,32.7,1
Montpellier,02/06/2017,Round of 128,Brown D.,Garcia-Lopez G.,84.0,99.0,R,196.0,GER,34.5,R,185.0,ESP,41.0,1
Montpellier,02/07/2017,Round of 128,Marchenko I.,Halys Q.,91.0,159.0,R,185.0,UKR,32.4,R,191.0,FRA,22.5,1
Montpellier,02/07/2017,Round of 128,Bedene A.,Coric B.,109.0,58.0,R,181.0,SLO,29.5,R,188.0,CRO,22.1,1
Montpellier,02/07/2017,Round of 128,Verdasco F.,Barrere G.,40.0,240.0,L,188.0,ESP,35.1,R,183.0,FRA,25.0,1
Montpellier,02/07/2017,Round of 128,Paire B.,Khachanov K.,43.0,51.0,R,196.0,FRA,29.6,R,198.0,RUS,22.6,1
Montpellier,02/07/2017,Round of 128,Medvedev D.,Kamke T.,63.0,123.0,R,198.0,RUS,22.8,R,180.0,GER,33.2,1
Montpellier,02/08/2017,Round of 128,Jaziri M.,Lamasine T.,50.0,202.0,R,185.0,TUN,34.9,R,183.0,FRA,26.2,1
Montpellier,02/08/2017,Round of 128,Lopez F.,Benneteau J.,32.0,128.0,L,188.0,ESP,37.4,R,185.0,FRA,43.0,1
Montpellier,02/08/2017,Round of 64,Brown D.,Cilic M.,84.0,7.0,R,196.0,GER,34.5,R,198.0,CRO,30.2,1
Montpellier,02/09/2017,Round of 64,Zverev A.,Bedene A.,21.0,109.0,R,198.0,GER,21.7,R,181.0,SLO,29.4,1
Montpellier,02/09/2017,Round of 64,Gasquet R.,Jaziri M.,22.0,50.0,R,185.0,FRA,32.8,R,185.0,TUN,34.9,1
Montpellier,02/09/2017,Round of 64,Paire B.,Lopez F.,43.0,32.0,R,196.0,FRA,29.6,L,188.0,ESP,37.3,1
Montpellier,02/09/2017,Round of 64,Medvedev D.,Verdasco F.,63.0,40.0,R,198.0,RUS,22.8,L,188.0,ESP,35.1,1
Montpellier,02/10/2017,Quarterfinals,Paire B.,Brown D.,43.0,84.0,R,196.0,FRA,29.6,R,196.0,GER,34.5,1
Montpellier,02/10/2017,Quarterfinals,Zverev A.,Chardy J.,21.0,68.0,R,198.0,GER,21.7,R,188.0,FRA,31.8,1
Montpellier,02/11/2017,Semifinals,Gasquet R.,Paire B.,22.0,43.0,R,185.0,FRA,32.8,R,196.0,FRA,29.6,1
Montpellier,02/12/2017,The Final,Zverev A.,Gasquet R.,21.0,22.0,R,198.0,GER,21.7,R,185.0,FRA,32.8,1
Quito,02/06/2017,Round of 128,Melzer G.,Zeballos H.,106.0,69.0,L,188.0,AUT,34.0,L,188.0,ARG,39.0,1
Quito,02/06/2017,Round of 128,Giraldo S.,Becker B.,97.0,126.0,R,188.0,COL,31.3,R,178.0,GER,43.0,1
Quito,02/06/2017,Round of 128,Tipsarevic J.,Gimeno-Traver D.,101.0,114.0,R,180.0,SRB,34.7,R,183.0,ESP,39.0,1
Quito,02/06/2017,Round of 128,Lapentti G.,Monteiro T.,641.0,85.0,R,193.0,ECU,41.0,L,183.0,BRA,24.5,1
Quito,02/07/2017,Round of 128,Olivo R.,Gomez E.,103.0,290.0,R,180.0,ARG,27.9,R,185.0,ECU,28.2,1
Quito,02/07/2017,Round of 128,Kicker N.,Andreozzi G.,116.0,117.0,R,178.0,ARG,32.0,R,183.0,ARG,27.4,1
Quito,02/07/2017,Round of 128,Falla A.,Giannessi A.,310.0,122.0,L,185.0,COL,41.0,L,183.0,ITA,28.6,1
Quito,02/08/2017,Round of 128,Gaio F.,Souza J.,179.0,129.0,R,180.0,ITA,32.0,R,193.0,BRA,36.0,1
Quito,02/08/2017,Round of 64,Olivo R.,Giraldo S.,103.0,97.0,R,180.0,ARG,27.9,R,188.0,COL,31.3,1
Quito,02/08/2017,Round of 64,Bellucci T.,Tipsarevic J.,100.0,101.0,L,188.0,BRA,37.0,R,180.0,SRB,34.5,1
Quito,02/09/2017,Round of 64,Ramos-Vinolas A.,Falla A.,30.0,310.0,L,188.0,ESP,36.0,L,185.0,COL,41.0,1
Quito,02/09/2017,Round of 64,Lorenzi P.,Ebden M.,46.0,564.0,R,183.0,ITA,37.1,R,188.0,AUS,31.1,1
Quito,02/09/2017,Round of 64,Ram R.,Kicker N.,137.0,116.0,R,193.0,USA,40.0,R,178.0,ARG,32.0,1
Quito,02/09/2017,Round of 64,Gaio F.,Melzer G.,179.0,106.0,R,180.0,ITA,32.0,L,188.0,AUT,34.0,1
Quito,02/10/2017,Quarterfinals,Lorenzi P.,Ram R.,46.0,137.0,R,183.0,ITA,37.1,R,193.0,USA,40.0,1
Quito,02/10/2017,Quarterfinals,Bellucci T.,Olivo R.,100.0,103.0,L,188.0,BRA,37.0,R,180.0,ARG,27.9,1
Quito,02/11/2017,Semifinals,Lorenzi P.,Ramos-Vinolas A.,46.0,30.0,R,183.0,ITA,37.1,L,188.0,ESP,36.0,1
Sofia,02/06/2017,Round of 128,Albot R.,Lazarov A.,92.0,599.0,R,175.0,MDA,29.1,R,185.0,BUL,21.2,1
Sofia,02/07/2017,Round of 128,Muller G.,Bourgue M.,29.0,173.0,L,193.0,LUX,41.0,R,188.0,FRA,30.0,1
Sofia,02/07/2017,Round of 128,Youzhny M.,Tepavac M.,89.0,201.0,R,183.0,RUS,42.0,R,193.0,SRB,30.0,1
Sofia,02/07/2017,Round of 128,Haase R.,Kuzmanov D.,57.0,450.0,R,190.0,NED,31.7,R,183.0,BUL,25.5,1
Sofia,02/07/2017,Round of 128,Darcis S.,Marterer M.,59.0,172.0,R,178.0,BEL,34.8,L,191.0,GER,23.5,1
Sofia,02/08/2017,Round of 128,Basilashvili N.,Mannarino A.,87.0,56.0,R,185.0,GEO,26.8,L,183.0,FRA,30.5,1
Sofia,02/08/2017,Round of 128,Troicki V.,Ilkel C.,37.0,328.0,R,193.0,SRB,32.9,R,185.0,TUR,23.3,1
Sofia,02/08/2017,Round of 128,Brands D.,Chiudinelli M.,225.0,141.0,R,196.0,GER,31.5,R,185.0,SUI,43.0,1
Sofia,02/08/2017,Round of 128,Janowicz J.,Sela D.,267.0,72.0,R,203.0,POL,29.3,R,175.0,ISR,34.4,1
Sofia,02/08/2017,Round of 128,Seppi A.,Dzumhur D.,75.0,81.0,R,190.0,ITA,34.8,R,172.0,BIH,26.6,1
Sofia,02/08/2017,Round of 64,Goffin D.,Albot R.,11.0,92.0,R,180.0,BEL,28.1,R,175.0,MDA,29.1,1
Sofia,02/09/2017,Round of 64,Klizan M.,Brands D.,36.0,225.0,L,190.0,SVK,29.4,R,196.0,GER,31.5,1
Sofia,02/09/2017,Round of 64,Muller G.,Youzhny M.,29.0,89.0,L,193.0,LUX,41.0,R,183.0,RUS,42.0,1
Sofia,02/09/2017,Round of 64,Troicki V.,Haase R.,37.0,57.0,R,193.0,SRB,32.9,R,190.0,NED,31.7,1
Sofia,02/09/2017,Round of 64,Basilashvili N.,Thiem D.,87.0,8.0,R,185.0,GEO,26.8,R,185.0,AUT,25.3,1
Sofia,02/09/2017,Round of 64,Darcis S.,Seppi A.,59.0,75.0,R,178.0,BEL,34.8,R,190.0,ITA,34.8,1
Sofia,02/09/2017,Round of 64,Dimitrov G.,Janowicz J.,13.0,267.0,R,188.0,BUL,27.6,R,203.0,POL,34.0,1
Sofia,02/10/2017,Quarterfinals,Goffin D.,Darcis S.,11.0,59.0,R,180.0,BEL,28.1,R,178.0,BEL,34.8,1
Sofia,02/10/2017,Quarterfinals,Dimitrov G.,Troicki V.,13.0,37.0,R,188.0,BUL,27.6,R,193.0,SRB,32.9,1
Sofia,02/10/2017,Quarterfinals,Basilashvili N.,Klizan M.,87.0,36.0,R,185.0,GEO,26.8,L,190.0,SVK,29.4,1
Sofia,02/11/2017,Semifinals,Dimitrov G.,Basilashvili N.,13.0,87.0,R,188.0,BUL,27.6,R,185.0,GEO,26.8,1
Sofia,02/12/2017,The Final,Dimitrov G.,Goffin D.,13.0,11.0,R,188.0,BUL,27.6,R,180.0,BEL,28.0,1
Buenos Aires,02/13/2017,Round of 128,Mayer L.,Elias G.,148.0,79.0,R,188.0,ARG,31.6,R,183.0,POR,34.0,1
Buenos Aires,02/14/2017,Round of 128,Delbonis F.,Robert S.,45.0,64.0,L,190.0,ARG,28.3,R,185.0,FRA,39.6,1
Buenos Aires,02/14/2017,Round of 128,Berlocq C.,Kovalik J.,77.0,121.0,R,183.0,ARG,41.0,R,183.0,SVK,26.4,1
Buenos Aires,02/14/2017,Round of 128,Andreozzi G.,Olivo R.,142.0,92.0,R,183.0,ARG,27.4,R,180.0,ARG,27.9,1
Buenos Aires,02/14/2017,Round of 128,Ramos-Vinolas A.,Pella G.,26.0,83.0,L,188.0,ESP,36.0,L,185.0,ARG,28.6,1
Buenos Aires,02/15/2017,Round of 128,Robredo T.,Fognini F.,550.0,43.0,R,180.0,ESP,42.0,R,178.0,ITA,31.6,1
Buenos Aires,02/15/2017,Round of 128,Schwartzman D.,Bagnis F.,50.0,78.0,R,170.0,ARG,26.3,L,183.0,ARG,28.9,1
Buenos Aires,02/15/2017,Round of 128,Sousa J.,Zeballos H.,41.0,69.0,R,185.0,POR,29.7,L,188.0,ARG,39.0,1
Buenos Aires,02/15/2017,Round of 128,Melzer G.,Lorenzi P.,101.0,37.0,L,188.0,AUT,34.0,R,183.0,ITA,37.0,1
Buenos Aires,02/15/2017,Round of 64,Ramos-Vinolas A.,Mayer L.,26.0,148.0,L,188.0,ESP,36.0,R,188.0,ARG,31.6,1
Buenos Aires,02/15/2017,Round of 64,Sousa J.,Delbonis F.,41.0,45.0,R,185.0,POR,29.7,L,190.0,ARG,28.2,1
Buenos Aires,02/16/2017,Round of 64,Nishikori K.,Schwartzman D.,5.0,50.0,R,178.0,JPN,29.0,R,170.0,ARG,26.3,1
Buenos Aires,02/16/2017,Round of 64,Melzer G.,Andreozzi G.,101.0,142.0,L,188.0,AUT,34.0,R,183.0,ARG,27.4,1
Buenos Aires,02/16/2017,Round of 64,Berlocq C.,Ferrer D.,77.0,27.0,R,183.0,ARG,41.0,R,175.0,ESP,36.7,1
Buenos Aires,02/17/2017,Round of 64,Monteiro T.,Robredo T.,84.0,550.0,L,183.0,BRA,24.7,R,180.0,ESP,37.2,1
Buenos Aires,02/17/2017,Quarterfinals,Nishikori K.,Sousa J.,5.0,41.0,R,178.0,JPN,29.0,R,185.0,POR,29.7,1
Buenos Aires,02/18/2017,Quarterfinals,Berlocq C.,Monteiro T.,77.0,84.0,R,183.0,ARG,41.0,L,183.0,BRA,24.5,1
Buenos Aires,02/18/2017,Semifinals,Nishikori K.,Berlocq C.,5.0,77.0,R,178.0,JPN,29.0,R,183.0,ARG,36.0,1
Memphis,02/13/2017,Round of 128,Nishioka Y.,Garcia-Lopez G.,99.0,98.0,L,170.0,JPN,23.2,R,185.0,ESP,41.0,1
Memphis,02/13/2017,Round of 128,Young D.,Mannarino A.,81.0,56.0,L,183.0,USA,35.0,L,183.0,FRA,30.5,1
Memphis,02/14/2017,Round of 128,Dzumhur D.,Anderson K.,86.0,74.0,R,172.0,BIH,26.7,R,203.0,RSA,32.6,1
Memphis,02/14/2017,Round of 128,Opelka R.,Donaldson J.,180.0,100.0,R,211.0,USA,21.3,R,188.0,USA,22.3,1
Memphis,02/14/2017,Round of 128,King D.,Tomic B.,140.0,32.0,R,188.0,BAR,27.3,R,193.0,AUS,26.2,1
Memphis,02/14/2017,Round of 128,Ebden M.,Polansky P.,490.0,125.0,R,188.0,AUS,31.1,R,180.0,CAN,30.6,1
Memphis,02/14/2017,Round of 128,Harrison R.,Kravchuk K.,62.0,85.0,R,183.0,USA,26.6,R,191.0,RUS,39.0,1
Memphis,02/14/2017,Round of 128,Darcis S.,Albot R.,55.0,89.0,R,178.0,BEL,34.8,R,175.0,MDA,29.1,1
Memphis,02/15/2017,Round of 128,Smyczek T.,Tiafoe F.,162.0,91.0,R,175.0,USA,31.5,R,188.0,USA,20.9,1
Memphis,02/15/2017,Round of 128,Basilashvili N.,Thompson J.,67.0,63.0,R,185.0,GEO,26.8,R,183.0,AUS,24.6,1
Memphis,02/15/2017,Round of 128,Kukushkin M.,Becker B.,103.0,139.0,R,183.0,KAZ,31.1,R,178.0,GER,43.0,1
Memphis,02/15/2017,Round of 64,Dzumhur D.,Darcis S.,86.0,55.0,R,172.0,BIH,26.7,R,178.0,BEL,34.8,1
Memphis,02/15/2017,Round of 64,Young D.,Opelka R.,81.0,180.0,L,183.0,USA,35.0,R,211.0,USA,21.3,1
Memphis,02/16/2017,Round of 64,Isner J.,Nishioka Y.,23.0,99.0,R,206.0,USA,33.7,L,170.0,JPN,23.2,1
Memphis,02/16/2017,Round of 64,Harrison R.,Querrey S.,62.0,29.0,R,183.0,USA,26.6,R,198.0,USA,31.2,1
Memphis,02/16/2017,Round of 64,Johnson S.,Smyczek T.,30.0,162.0,R,188.0,USA,29.1,R,175.0,USA,31.1,1
Memphis,02/16/2017,Round of 64,Kukushkin M.,King D.,103.0,140.0,R,183.0,KAZ,31.1,R,188.0,BAR,26.8,1
Memphis,02/16/2017,Round of 64,Basilashvili N.,Karlovic I.,67.0,20.0,R,185.0,GEO,26.8,R,208.0,CRO,39.8,1
Memphis,02/17/2017,Round of 64,Ebden M.,Fritz T.,490.0,114.0,R,188.0,AUS,31.1,R,193.0,USA,21.1,1
Memphis,02/17/2017,Quarterfinals,Kukushkin M.,Johnson S.,103.0,30.0,R,183.0,KAZ,31.1,R,188.0,USA,29.0,1
Memphis,02/17/2017,Quarterfinals,Basilashvili N.,Ebden M.,67.0,490.0,R,185.0,GEO,26.8,R,188.0,AUS,31.1,1
Memphis,02/18/2017,Quarterfinals,Young D.,Isner J.,81.0,23.0,L,183.0,USA,35.0,R,206.0,USA,33.7,1
Memphis,02/18/2017,Quarterfinals,Harrison R.,Dzumhur D.,62.0,86.0,R,183.0,USA,26.6,R,172.0,BIH,26.6,1
Memphis,02/18/2017,Semifinals,Basilashvili N.,Kukushkin M.,67.0,103.0,R,185.0,GEO,26.8,R,183.0,KAZ,31.0,1
Memphis,02/19/2017,Semifinals,Harrison R.,Young D.,62.0,81.0,R,183.0,USA,26.6,L,183.0,USA,29.6,1
Memphis,02/19/2017,The Final,Harrison R.,Basilashvili N.,62.0,67.0,R,183.0,USA,26.6,R,185.0,GEO,26.8,1
Rotterdam,02/13/2017,Round of 128,Haase R.,Mayer F.,57.0,46.0,R,190.0,NED,31.7,R,191.0,GER,41.0,1
Rotterdam,02/13/2017,Round of 128,Donskoy E.,Granollers M.,132.0,40.0,R,185.0,RUS,28.6,R,190.0,ESP,32.7,1
Rotterdam,02/13/2017,Round of 128,Berdych T.,Copil M.,13.0,130.0,R,196.0,CZE,33.2,R,193.0,ROU,28.2,1
Rotterdam,02/13/2017,Round of 128,Istomin D.,Bedene A.,76.0,105.0,R,188.0,UZB,32.4,R,181.0,SLO,29.4,1
Rotterdam,02/14/2017,Round of 128,Kohlschreiber P.,Pouille L.,33.0,17.0,R,178.0,GER,35.2,R,185.0,FRA,24.8,1
Rotterdam,02/14/2017,Round of 128,Simon G.,Mahut N.,24.0,52.0,R,183.0,FRA,34.0,R,190.0,FRA,37.0,1
Rotterdam,02/14/2017,Round of 128,Muller G.,Griekspoor T.,28.0,317.0,L,193.0,LUX,41.0,R,188.0,NED,22.6,1
Rotterdam,02/14/2017,Round of 128,Klizan M.,Verdasco F.,73.0,39.0,L,190.0,SVK,29.4,L,188.0,ESP,35.1,1
Rotterdam,02/14/2017,Round of 128,Cilic M.,Paire B.,7.0,42.0,R,198.0,CRO,30.2,R,196.0,FRA,29.6,1
Rotterdam,02/14/2017,Round of 128,Coric B.,Khachanov K.,61.0,48.0,R,188.0,CRO,22.1,R,198.0,RUS,22.6,1
Rotterdam,02/15/2017,Round of 128,Gasquet R.,Troicki V.,19.0,38.0,R,185.0,FRA,32.8,R,193.0,SRB,32.9,1
Rotterdam,02/15/2017,Round of 128,Dimitrov G.,Zverev M.,12.0,34.0,R,188.0,BUL,27.6,L,190.0,GER,31.3,1
Rotterdam,02/15/2017,Round of 128,Thiem D.,Zverev A.,8.0,18.0,R,185.0,AUT,25.3,R,198.0,GER,21.7,1
Rotterdam,02/15/2017,Round of 64,Klizan M.,Kohlschreiber P.,73.0,33.0,L,190.0,SVK,29.4,R,178.0,GER,35.2,1
Rotterdam,02/16/2017,Round of 64,Berdych T.,Gasquet R.,13.0,19.0,R,196.0,CZE,33.2,R,185.0,FRA,32.8,1
Rotterdam,02/16/2017,Round of 64,Cilic M.,Coric B.,7.0,61.0,R,198.0,CRO,30.2,R,188.0,CRO,22.1,1
Rotterdam,02/16/2017,Round of 64,Goffin D.,Haase R.,11.0,57.0,R,180.0,BEL,28.1,R,190.0,NED,31.7,1
Rotterdam,02/16/2017,Round of 64,Dimitrov G.,Istomin D.,12.0,76.0,R,188.0,BUL,27.6,R,188.0,UZB,32.3,1
Rotterdam,02/16/2017,Round of 64,Thiem D.,Simon G.,8.0,24.0,R,185.0,AUT,25.3,R,183.0,FRA,34.0,1
Rotterdam,02/17/2017,Quarterfinals,Berdych T.,Klizan M.,13.0,73.0,R,196.0,CZE,33.2,L,190.0,SVK,29.4,1
Rotterdam,02/17/2017,Quarterfinals,Goffin D.,Dimitrov G.,11.0,12.0,R,180.0,BEL,28.1,R,188.0,BUL,27.6,1
Delray Beach,02/20/2017,Round of 128,Edmund K.,Mannarino A.,49.0,60.0,R,188.0,GBR,24.1,L,183.0,FRA,30.5,1
Delray Beach,02/20/2017,Round of 128,Querrey S.,Sela D.,35.0,74.0,R,198.0,USA,31.2,R,175.0,ISR,34.4,1
Delray Beach,02/20/2017,Round of 128,Nishioka Y.,Coppejans K.,91.0,204.0,L,170.0,JPN,23.2,R,180.0,BEL,25.2,1
Delray Beach,02/21/2017,Round of 128,Fritz T.,Santillan A.,112.0,193.0,R,193.0,USA,21.1,R,180.0,AUS,27.0,1
Delray Beach,02/21/2017,Round of 128,Garcia-Lopez G.,Brown D.,99.0,84.0,R,185.0,ESP,41.0,R,196.0,GER,34.5,1
Delray Beach,02/21/2017,Round of 128,Dzumhur D.,Kravchuk K.,79.0,95.0,R,172.0,BIH,26.7,R,191.0,RUS,39.0,1
Delray Beach,02/21/2017,Round of 128,Sock J.,Albot R.,21.0,89.0,R,185.0,USA,26.9,R,175.0,MDA,29.1,1
Delray Beach,02/21/2017,Round of 128,Darcis S.,Tomic B.,57.0,31.0,R,178.0,BEL,34.8,R,193.0,AUS,26.2,1
Delray Beach,02/21/2017,Round of 128,Coric B.,Giraldo S.,59.0,103.0,R,188.0,CRO,22.1,R,188.0,COL,31.3,1
Delray Beach,02/21/2017,Round of 128,Raonic M.,Smyczek T.,4.0,164.0,R,196.0,CAN,28.0,R,175.0,USA,31.1,1
Delray Beach,02/21/2017,Round of 128,Donaldson J.,Kukushkin M.,100.0,78.0,R,188.0,USA,22.3,R,183.0,KAZ,31.0,1
Delray Beach,02/21/2017,Round of 128,Johnson S.,Kozlov S.,26.0,115.0,R,188.0,USA,29.1,R,183.0,USA,22.0,1
Delray Beach,02/21/2017,Round of 128,Young D.,Karlovic I.,69.0,20.0,L,183.0,USA,35.0,R,208.0,CRO,39.8,1
Delray Beach,02/21/2017,Round of 128,Basilashvili N.,Haas T.,53.0,1024.0,R,185.0,GEO,26.8,R,188.0,GER,46.0,1
Delray Beach,02/23/2017,Round of 64,Sock J.,Garcia-Lopez G.,21.0,99.0,R,185.0,USA,26.9,R,185.0,ESP,41.0,1
Delray Beach,02/23/2017,Round of 64,Johnson S.,Nishioka Y.,26.0,91.0,R,188.0,USA,29.1,L,170.0,JPN,23.2,1
Delray Beach,02/23/2017,Round of 64,Raonic M.,Coric B.,4.0,59.0,R,196.0,CAN,28.0,R,188.0,CRO,22.1,1
Delray Beach,02/23/2017,Round of 64,Darcis S.,Basilashvili N.,57.0,53.0,R,178.0,BEL,34.8,R,185.0,GEO,26.8,1
Delray Beach,02/23/2017,Round of 64,Querrey S.,Donaldson J.,35.0,100.0,R,198.0,USA,31.2,R,188.0,USA,22.3,1
Delray Beach,02/23/2017,Round of 64,Young D.,Fritz T.,69.0,112.0,L,183.0,USA,35.0,R,193.0,USA,21.1,1
Delray Beach,02/24/2017,Quarterfinals,Young D.,Darcis S.,69.0,57.0,L,183.0,USA,35.0,R,178.0,BEL,34.8,1
Delray Beach,02/24/2017,Quarterfinals,Sock J.,Johnson S.,21.0,26.0,R,185.0,USA,26.9,R,188.0,USA,29.0,1
Delray Beach,02/24/2017,Quarterfinals,Raonic M.,Edmund K.,4.0,49.0,R,196.0,CAN,28.0,R,188.0,GBR,23.9,1
Delray Beach,02/25/2017,Semifinals,Sock J.,Young D.,21.0,69.0,R,185.0,USA,26.9,L,183.0,USA,29.6,1
Delray Beach,02/26/2017,The Final,Sock J.,Raonic M.,21.0,4.0,R,185.0,USA,26.9,R,196.0,CAN,28.0,1
Marseille,02/20/2017,Round of 128,Youzhny M.,Tsitsipas S.,87.0,205.0,R,183.0,RUS,42.0,R,193.0,GRE,20.4,1
Marseille,02/20/2017,Round of 128,Simon G.,Khachanov K.,23.0,48.0,R,183.0,FRA,34.0,R,198.0,RUS,22.6,1
Marseille,02/21/2017,Round of 128,Marchenko I.,Rublev A.,93.0,111.0,R,185.0,UKR,32.4,R,188.0,RUS,21.1,1
Marseille,02/21/2017,Round of 128,Gombos N.,Donskoy E.,128.0,117.0,R,193.0,SVK,28.9,R,185.0,RUS,28.6,1
Marseille,02/21/2017,Round of 128,Benneteau J.,Shapovalov D.,120.0,255.0,R,185.0,FRA,43.0,L,185.0,CAN,19.7,1
Marseille,02/21/2017,Round of 128,Stakhovsky S.,Vesely J.,107.0,55.0,R,193.0,UKR,33.1,L,198.0,CZE,25.4,1
Marseille,02/21/2017,Round of 128,Gasquet R.,Haase R.,19.0,58.0,R,185.0,FRA,32.8,R,190.0,NED,31.7,1
Marseille,02/21/2017,Round of 128,Mahut N.,Zverev A.,54.0,18.0,R,190.0,FRA,37.3,R,198.0,GER,21.7,1
Marseille,02/22/2017,Round of 128,Medvedev D.,Paire B.,64.0,41.0,R,198.0,RUS,22.8,R,196.0,FRA,29.6,1
Marseille,02/22/2017,Round of 64,Simon G.,Benneteau J.,23.0,120.0,R,183.0,FRA,34.0,R,185.0,FRA,43.0,1
Marseille,02/22/2017,Round of 64,Gasquet R.,Youzhny M.,19.0,87.0,R,185.0,FRA,32.8,R,183.0,RUS,42.0,1
Marseille,02/22/2017,Round of 64,Kyrgios N.,Jaziri M.,16.0,47.0,R,193.0,AUS,23.6,R,185.0,TUN,34.9,1
Marseille,02/22/2017,Round of 64,Pouille L.,Bedene A.,17.0,102.0,R,185.0,FRA,24.8,R,181.0,SLO,29.4,1
Marseille,02/23/2017,Round of 64,Gombos N.,Mahut N.,128.0,54.0,R,193.0,SVK,28.9,R,190.0,FRA,37.0,1
Marseille,02/23/2017,Round of 64,Monfils G.,Stakhovsky S.,12.0,107.0,R,193.0,FRA,32.3,R,193.0,UKR,32.9,1
Marseille,02/24/2017,Quarterfinals,Kyrgios N.,Gombos N.,16.0,128.0,R,193.0,AUS,23.6,R,193.0,SVK,28.9,1
Marseille,02/24/2017,Quarterfinals,Pouille L.,Medvedev D.,17.0,64.0,R,185.0,FRA,24.8,R,198.0,RUS,22.8,1
Marseille,02/24/2017,Quarterfinals,Gasquet R.,Monfils G.,19.0,12.0,R,185.0,FRA,32.8,R,193.0,FRA,32.3,1
Marseille,02/25/2017,Semifinals,Pouille L.,Gasquet R.,17.0,19.0,R,185.0,FRA,24.8,R,185.0,FRA,32.8,1
Rio de Janeiro,02/20/2017,Round of 128,Lajovic D.,Bagnis F.,97.0,82.0,R,180.0,SRB,28.5,L,183.0,ARG,28.9,1
Rio de Janeiro,02/20/2017,Round of 128,Schwartzman D.,Olivo R.,51.0,92.0,R,170.0,ARG,26.3,R,180.0,ARG,27.9,1
Rio de Janeiro,02/20/2017,Round of 128,Kicker N.,Cecchinato M.,123.0,194.0,R,178.0,ARG,32.0,R,185.0,ITA,26.2,1
Rio de Janeiro,02/21/2017,Round of 128,Monteiro T.,Elias G.,85.0,86.0,L,183.0,BRA,24.7,R,183.0,POR,34.0,1
Rio de Janeiro,02/21/2017,Round of 128,Fognini F.,Robredo T.,45.0,471.0,R,178.0,ITA,31.6,R,180.0,ESP,37.2,1
Rio de Janeiro,02/21/2017,Round of 128,Ramos-Vinolas A.,Robert S.,25.0,80.0,L,188.0,ESP,36.0,R,185.0,FRA,39.6,1
Rio de Janeiro,02/21/2017,Round of 128,Delbonis F.,Lorenzi P.,52.0,40.0,L,190.0,ARG,28.3,R,183.0,ITA,37.0,1
Rio de Janeiro,02/21/2017,Round of 128,Zeballos H.,Berlocq C.,73.0,66.0,L,188.0,ARG,39.0,R,183.0,ARG,36.0,1
Rio de Janeiro,02/21/2017,Round of 128,Bellucci T.,Nishikori K.,76.0,5.0,L,188.0,BRA,37.0,R,178.0,JPN,29.0,1
Rio de Janeiro,02/22/2017,Round of 128,Thiem D.,Tipsarevic J.,8.0,96.0,R,185.0,AUT,25.3,R,180.0,SRB,34.5,1
Rio de Janeiro,02/22/2017,Round of 64,Schwartzman D.,Delbonis F.,51.0,52.0,R,170.0,ARG,26.3,L,190.0,ARG,28.2,1
