Round,player,opponent,player_hand,player_ht,player_age,opponent_hand,opponent_ht,opponent_age,win,player_rank,opponent_rank,is_player_home_country,is_opponent_home_country,year,month,day,dayofweek
Semifinals,Federer R.,Wawrinka S.,R,185.0,37.4,R,183.0,33.7,1,1.0,3.0,False,False,2017,1,26,3
Semifinals,Nadal R.,Dimitrov G.,L,185.0,32.6,R,188.0,27.6,1,1.0,3.0,False,False,2017,1,27,4
The Final,Federer R.,Nadal R.,R,185.0,37.4,L,185.0,32.6,1,1.0,1.0,False,False,2017,1,29,6
Round of 128,Chardy J.,Granollers M.,R,188.0,31.8,R,190.0,32.7,1,35.0,36.0,True,False,2017,2,6,0
Round of 128,Brown D.,Garcia-Lopez G.,R,196.0,34.5,R,185.0,41.0,1,66.0,65.0,False,False,2017,2,6,0
Round of 128,Marchenko I.,Halys Q.,R,185.0,32.4,R,191.0,22.5,1,74.0,115.0,False,True,2017,2,7,1
Round of 128,Bedene A.,Coric B.,R,181.0,29.5,R,188.0,22.1,1,43.0,12.0,False,False,2017,2,7,1
Round of 128,Verdasco F.,Barrere G.,L,188.0,35.1,R,183.0,25.0,1,26.0,82.0,False,True,2017,2,7,1
Round of 128,Paire B.,Khachanov K.,R,196.0,29.6,R,198.0,22.6,1,19.0,8.0,True,False,2017,2,7,1
Round of 128,Medvedev D.,Kamke T.,R,198.0,22.8,R,180.0,33.2,1,4.0,123.0,False,False,2017,2,7,1
Round of 128,Jaziri M.,Lamasine T.,R,185.0,34.9,R,183.0,26.2,1,42.0,202.0,False,True,2017,2,8,2
Round of 128,Lopez F.,Benneteau J.,L,188.0,37.4,R,185.0,43.0,1,25.0,55.0,False,True,2017,2,8,2
Round of 64,Brown D.,Cilic M.,R,196.0,34.5,R,198.0,30.2,1,66.0,3.0,False,False,2017,2,8,2
Round of 64,Zverev A.,Bedene A.,R,198.0,21.7,R,181.0,29.4,1,3.0,43.0,False,False,2017,2,9,3
Round of 64,Gasquet R.,Jaziri M.,R,185.0,32.8,R,185.0,34.9,1,18.0,42.0,True,False,2017,2,9,3
Round of 64,Paire B.,Lopez F.,R,196.0,29.6,L,188.0,37.3,1,19.0,25.0,True,False,2017,2,9,3
Round of 64,Medvedev D.,Verdasco F.,R,198.0,22.8,L,188.0,35.1,1,4.0,26.0,False,False,2017,2,9,3
Quarterfinals,Paire B.,Brown D.,R,196.0,29.6,R,196.0,34.5,1,19.0,66.0,True,False,2017,2,10,4
Quarterfinals,Zverev A.,Chardy J.,R,198.0,21.7,R,188.0,31.8,1,3.0,35.0,False,True,2017,2,10,4
Semifinals,Gasquet R.,Paire B.,R,185.0,32.8,R,196.0,29.6,1,18.0,19.0,True,True,2017,2,11,5
The Final,Zverev A.,Gasquet R.,R,198.0,21.7,R,185.0,32.8,1,3.0,18.0,False,True,2017,2,12,6
Round of 128,Melzer G.,Zeballos H.,L,188.0,34.0,L,188.0,39.0,1,68.0,49.0,False,False,2017,2,6,0
Round of 128,Giraldo S.,Becker B.,R,188.0,31.3,R,178.0,43.0,1,90.0,126.0,False,False,2017,2,6,0
Round of 128,Tipsarevic J.,Gimeno-Traver D.,R,180.0,34.7,R,183.0,39.0,1,58.0,114.0,False,False,2017,2,6,0
Round of 128,Lapentti G.,Monteiro T.,R,193.0,41.0,L,183.0,24.5,1,457.8671875,74.0,True,False,2017,2,6,0
Round of 128,Olivo R.,Gomez E.,R,180.0,27.9,R,185.0,28.2,1,79.0,148.0,False,True,2017,2,7,1
Round of 128,Kicker N.,Andreozzi G.,R,178.0,32.0,R,183.0,27.4,1,84.0,70.0,False,False,2017,2,7,1
Round of 128,Falla A.,Giannessi A.,L,185.0,41.0,L,183.0,28.6,1,288.5053003533569,91.0,False,False,2017,2,7,1
Round of 128,Gaio F.,Souza J.,R,180.0,32.0,R,193.0,36.0,1,124.0,129.0,False,False,2017,2,8,2
Round of 64,Olivo R.,Giraldo S.,R,180.0,27.9,R,188.0,31.3,1,79.0,90.0,False,False,2017,2,8,2
Round of 64,Bellucci T.,Tipsarevic J.,L,188.0,37.0,R,180.0,34.5,1,53.0,58.0,False,False,2017,2,8,2
Round of 64,Ramos-Vinolas A.,Falla A.,L,188.0,36.0,L,185.0,41.0,1,17.0,288.5053003533569,False,False,2017,2,9,3
Round of 64,Lorenzi P.,Ebden M.,R,183.0,37.1,R,188.0,31.1,1,33.0,39.0,False,False,2017,2,9,3
Round of 64,Ram R.,Kicker N.,R,193.0,40.0,R,178.0,32.0,1,137.0,84.0,False,False,2017,2,9,3
Round of 64,Gaio F.,Melzer G.,R,180.0,32.0,L,188.0,34.0,1,124.0,68.0,False,False,2017,2,9,3
Quarterfinals,Lorenzi P.,Ram R.,R,183.0,37.1,R,193.0,40.0,1,33.0,137.0,False,False,2017,2,10,4
Quarterfinals,Bellucci T.,Olivo R.,L,188.0,37.0,R,180.0,27.9,1,53.0,79.0,False,False,2017,2,10,4
Semifinals,Lorenzi P.,Ramos-Vinolas A.,R,183.0,37.1,L,188.0,36.0,1,33.0,17.0,False,False,2017,2,11,5
Round of 128,Albot R.,Lazarov A.,R,175.0,29.1,R,185.0,21.2,1,39.0,527.0,False,False,2017,2,6,0
Round of 128,Muller G.,Bourgue M.,L,193.0,41.0,R,188.0,30.0,1,21.0,156.0,False,False,2017,2,7,1
Round of 128,Youzhny M.,Tepavac M.,R,183.0,42.0,R,193.0,30.0,1,57.0,201.0,False,False,2017,2,7,1
Round of 128,Haase R.,Kuzmanov D.,R,190.0,31.7,R,183.0,25.5,1,35.0,291.0,False,False,2017,2,7,1
Round of 128,Darcis S.,Marterer M.,R,178.0,34.8,L,191.0,23.5,1,38.0,45.0,False,False,2017,2,7,1
Round of 128,Basilashvili N.,Mannarino A.,R,185.0,26.8,L,183.0,30.5,1,16.0,22.0,False,False,2017,2,8,2
Round of 128,Troicki V.,Ilkel C.,R,193.0,32.9,R,185.0,23.3,1,29.0,195.0,False,False,2017,2,8,2
Round of 128,Brands D.,Chiudinelli M.,R,196.0,31.5,R,185.0,43.0,1,180.0,141.0,False,False,2017,2,8,2
Round of 128,Janowicz J.,Sela D.,R,203.0,29.3,R,175.0,34.4,1,141.0,67.0,False,False,2017,2,8,2
Round of 128,Seppi A.,Dzumhur D.,R,190.0,34.8,R,172.0,26.6,1,35.0,23.0,False,False,2017,2,8,2
Round of 64,Goffin D.,Albot R.,R,180.0,28.1,R,175.0,29.1,1,7.0,39.0,False,False,2017,2,8,2
Round of 64,Klizan M.,Brands D.,L,190.0,29.4,R,196.0,31.5,1,34.0,180.0,False,False,2017,2,9,3
Round of 64,Muller G.,Youzhny M.,L,193.0,41.0,R,183.0,42.0,1,21.0,57.0,False,False,2017,2,9,3
Round of 64,Troicki V.,Haase R.,R,193.0,32.9,R,190.0,31.7,1,29.0,35.0,False,False,2017,2,9,3
Round of 64,Basilashvili N.,Thiem D.,R,185.0,26.8,R,185.0,25.3,1,16.0,3.0,False,False,2017,2,9,3
Round of 64,Darcis S.,Seppi A.,R,178.0,34.8,R,190.0,34.8,1,38.0,35.0,False,False,2017,2,9,3
Round of 64,Dimitrov G.,Janowicz J.,R,188.0,27.6,R,203.0,34.0,1,3.0,141.0,False,False,2017,2,9,3
Quarterfinals,Goffin D.,Darcis S.,R,180.0,28.1,R,178.0,34.8,1,7.0,38.0,False,False,2017,2,10,4
Quarterfinals,Dimitrov G.,Troicki V.,R,188.0,27.6,R,193.0,32.9,1,3.0,29.0,False,False,2017,2,10,4
Quarterfinals,Basilashvili N.,Klizan M.,R,185.0,26.8,L,190.0,29.4,1,16.0,34.0,False,False,2017,2,10,4
Semifinals,Dimitrov G.,Basilashvili N.,R,188.0,27.6,R,185.0,26.8,1,3.0,16.0,False,False,2017,2,11,5
The Final,Dimitrov G.,Goffin D.,R,188.0,27.6,R,180.0,28.0,1,3.0,7.0,False,False,2017,2,12,6
Round of 128,Mayer L.,Elias G.,R,188.0,31.6,R,183.0,34.0,1,36.0,77.0,True,False,2017,2,13,0
Round of 128,Delbonis F.,Robert S.,L,190.0,28.3,R,185.0,39.6,1,44.0,53.0,True,False,2017,2,14,1
Round of 128,Berlocq C.,Kovalik J.,R,183.0,41.0,R,183.0,26.4,1,62.0,82.0,True,False,2017,2,14,1
Round of 128,Andreozzi G.,Olivo R.,R,183.0,27.4,R,180.0,27.9,1,70.0,79.0,True,True,2017,2,14,1
Round of 128,Ramos-Vinolas A.,Pella G.,L,188.0,36.0,L,185.0,28.6,1,17.0,20.0,False,True,2017,2,14,1
Round of 128,Robredo T.,Fognini F.,R,180.0,42.0,R,178.0,31.6,1,93.10835913312694,9.0,False,False,2017,2,15,2
Round of 128,Schwartzman D.,Bagnis F.,R,170.0,26.3,L,183.0,28.9,1,9.0,55.0,True,True,2017,2,15,2
Round of 128,Sousa J.,Zeballos H.,R,185.0,29.7,L,188.0,39.0,1,35.0,49.0,False,True,2017,2,15,2
Round of 128,Melzer G.,Lorenzi P.,L,188.0,34.0,R,183.0,37.0,1,68.0,33.0,False,False,2017,2,15,2
Round of 64,Ramos-Vinolas A.,Mayer L.,L,188.0,36.0,R,188.0,31.6,1,17.0,36.0,False,True,2017,2,15,2
Round of 64,Sousa J.,Delbonis F.,R,185.0,29.7,L,190.0,28.2,1,35.0,44.0,False,True,2017,2,15,2
Round of 64,Nishikori K.,Schwartzman D.,R,178.0,29.0,R,170.0,26.3,1,4.0,9.0,False,True,2017,2,16,3
Round of 64,Melzer G.,Andreozzi G.,L,188.0,34.0,R,183.0,27.4,1,68.0,70.0,False,True,2017,2,16,3
Round of 64,Berlocq C.,Ferrer D.,R,183.0,41.0,R,175.0,36.7,1,62.0,21.0,True,False,2017,2,16,3
Round of 64,Monteiro T.,Robredo T.,L,183.0,24.7,R,180.0,37.2,1,74.0,93.10835913312694,False,False,2017,2,17,4
Quarterfinals,Nishikori K.,Sousa J.,R,178.0,29.0,R,185.0,29.7,1,4.0,35.0,False,False,2017,2,17,4
Quarterfinals,Berlocq C.,Monteiro T.,R,183.0,41.0,L,183.0,24.5,1,62.0,74.0,True,False,2017,2,18,5
Semifinals,Nishikori K.,Berlocq C.,R,178.0,29.0,R,183.0,36.0,1,4.0,62.0,False,True,2017,2,18,5
Round of 128,Nishioka Y.,Garcia-Lopez G.,L,170.0,23.2,R,185.0,41.0,1,48.0,65.0,False,False,2017,2,13,0
Round of 128,Young D.,Mannarino A.,L,183.0,35.0,L,183.0,30.5,1,42.0,22.0,True,False,2017,2,13,0
Round of 128,Dzumhur D.,Anderson K.,R,172.0,26.7,R,203.0,32.6,1,23.0,5.0,False,False,2017,2,14,1
Round of 128,Opelka R.,Donaldson J.,R,211.0,21.3,R,188.0,22.3,1,33.0,48.0,True,True,2017,2,14,1
Round of 128,King D.,Tomic B.,R,188.0,27.3,R,193.0,26.2,1,121.0,26.0,False,False,2017,2,14,1
Round of 128,Ebden M.,Polansky P.,R,188.0,31.1,R,180.0,30.6,1,39.0,110.0,False,False,2017,2,14,1
Round of 128,Harrison R.,Kravchuk K.,R,183.0,26.6,R,191.0,39.0,1,40.0,85.0,True,False,2017,2,14,1
Round of 128,Darcis S.,Albot R.,R,178.0,34.8,R,175.0,29.1,1,38.0,39.0,False,False,2017,2,14,1
Round of 128,Smyczek T.,Tiafoe F.,R,175.0,31.5,R,188.0,20.9,1,101.0,29.0,True,True,2017,2,15,2
Round of 128,Basilashvili N.,Thompson J.,R,185.0,26.8,R,183.0,24.6,1,16.0,43.0,False,False,2017,2,15,2
Round of 128,Kukushkin M.,Becker B.,R,183.0,31.1,R,178.0,43.0,1,40.0,126.0,False,False,2017,2,15,2
Round of 64,Dzumhur D.,Darcis S.,R,172.0,26.7,R,178.0,34.8,1,23.0,38.0,False,False,2017,2,15,2
Round of 64,Young D.,Opelka R.,L,183.0,35.0,R,211.0,21.3,1,42.0,33.0,True,True,2017,2,15,2
Round of 64,Isner J.,Nishioka Y.,R,206.0,33.7,L,170.0,23.2,1,9.0,48.0,True,False,2017,2,16,3
Round of 64,Harrison R.,Querrey S.,R,183.0,26.6,R,198.0,31.2,1,40.0,11.0,True,True,2017,2,16,3
Round of 64,Johnson S.,Smyczek T.,R,188.0,29.1,R,175.0,31.1,1,25.0,101.0,True,True,2017,2,16,3
Round of 64,Kukushkin M.,King D.,R,183.0,31.1,R,188.0,26.8,1,40.0,121.0,False,False,2017,2,16,3
Round of 64,Basilashvili N.,Karlovic I.,R,185.0,26.8,R,208.0,39.8,1,16.0,20.0,False,False,2017,2,16,3
Round of 64,Ebden M.,Fritz T.,R,188.0,31.1,R,193.0,21.1,1,39.0,24.0,False,True,2017,2,17,4
Quarterfinals,Kukushkin M.,Johnson S.,R,183.0,31.1,R,188.0,29.0,1,40.0,25.0,False,True,2017,2,17,4
Quarterfinals,Basilashvili N.,Ebden M.,R,185.0,26.8,R,188.0,31.1,1,16.0,39.0,False,False,2017,2,17,4
Quarterfinals,Young D.,Isner J.,L,183.0,35.0,R,206.0,33.7,1,42.0,9.0,True,True,2017,2,18,5
Quarterfinals,Harrison R.,Dzumhur D.,R,183.0,26.6,R,172.0,26.6,1,40.0,23.0,True,False,2017,2,18,5
Semifinals,Basilashvili N.,Kukushkin M.,R,185.0,26.8,R,183.0,31.0,1,16.0,40.0,False,False,2017,2,18,5
Semifinals,Harrison R.,Young D.,R,183.0,26.6,L,183.0,29.6,1,40.0,42.0,True,True,2017,2,19,6
The Final,Harrison R.,Basilashvili N.,R,183.0,26.6,R,185.0,26.8,1,40.0,16.0,True,False,2017,2,19,6
Round of 128,Haase R.,Mayer F.,R,190.0,31.7,R,191.0,41.0,1,35.0,46.0,False,False,2017,2,13,0
Round of 128,Donskoy E.,Granollers M.,R,185.0,28.6,R,190.0,32.7,1,71.0,36.0,False,False,2017,2,13,0
Round of 128,Berdych T.,Copil M.,R,196.0,33.2,R,193.0,28.2,1,10.0,56.0,False,False,2017,2,13,0
Round of 128,Istomin D.,Bedene A.,R,188.0,32.4,R,181.0,29.4,1,57.0,43.0,False,False,2017,2,13,0
Round of 128,Kohlschreiber P.,Pouille L.,R,178.0,35.2,R,185.0,24.8,1,22.0,11.0,False,False,2017,2,14,1
Round of 128,Simon G.,Mahut N.,R,183.0,34.0,R,190.0,37.0,1,23.0,38.0,False,False,2017,2,14,1
Round of 128,Muller G.,Griekspoor T.,L,193.0,41.0,R,188.0,22.6,1,21.0,172.0,False,False,2017,2,14,1
Round of 128,Klizan M.,Verdasco F.,L,190.0,29.4,L,188.0,35.1,1,34.0,26.0,False,False,2017,2,14,1
Round of 128,Cilic M.,Paire B.,R,198.0,30.2,R,196.0,29.6,1,3.0,19.0,False,False,2017,2,14,1
Round of 128,Coric B.,Khachanov K.,R,188.0,22.1,R,198.0,22.6,1,12.0,8.0,False,False,2017,2,14,1
Round of 128,Gasquet R.,Troicki V.,R,185.0,32.8,R,193.0,32.9,1,18.0,29.0,False,False,2017,2,15,2
Round of 128,Dimitrov G.,Zverev M.,R,188.0,27.6,L,190.0,31.3,1,3.0,26.0,False,False,2017,2,15,2
Round of 128,Thiem D.,Zverev A.,R,185.0,25.3,R,198.0,21.7,1,3.0,3.0,False,False,2017,2,15,2
Round of 64,Klizan M.,Kohlschreiber P.,L,190.0,29.4,R,178.0,35.2,1,34.0,22.0,False,False,2017,2,15,2
Round of 64,Berdych T.,Gasquet R.,R,196.0,33.2,R,185.0,32.8,1,10.0,18.0,False,False,2017,2,16,3
Round of 64,Cilic M.,Coric B.,R,198.0,30.2,R,188.0,22.1,1,3.0,12.0,False,False,2017,2,16,3
Round of 64,Goffin D.,Haase R.,R,180.0,28.1,R,190.0,31.7,1,7.0,35.0,False,False,2017,2,16,3
Round of 64,Dimitrov G.,Istomin D.,R,188.0,27.6,R,188.0,32.3,1,3.0,57.0,False,False,2017,2,16,3
Round of 64,Thiem D.,Simon G.,R,185.0,25.3,R,183.0,34.0,1,3.0,23.0,False,False,2017,2,16,3
Quarterfinals,Berdych T.,Klizan M.,R,196.0,33.2,L,190.0,29.4,1,10.0,34.0,False,False,2017,2,17,4
Quarterfinals,Goffin D.,Dimitrov G.,R,180.0,28.1,R,188.0,27.6,1,7.0,3.0,False,False,2017,2,17,4
Round of 128,Edmund K.,Mannarino A.,R,188.0,24.1,L,183.0,30.5,1,14.0,22.0,False,False,2017,2,20,0
Round of 128,Querrey S.,Sela D.,R,198.0,31.2,R,175.0,34.4,1,11.0,67.0,True,False,2017,2,20,0
Round of 128,Nishioka Y.,Coppejans K.,L,170.0,23.2,R,180.0,25.2,1,48.0,154.0,False,False,2017,2,20,0
Round of 128,Fritz T.,Santillan A.,R,193.0,21.1,R,180.0,27.0,1,24.0,163.0,True,False,2017,2,21,1
Round of 128,Garcia-Lopez G.,Brown D.,R,185.0,41.0,R,196.0,34.5,1,65.0,66.0,False,False,2017,2,21,1
Round of 128,Dzumhur D.,Kravchuk K.,R,172.0,26.7,R,191.0,39.0,1,23.0,85.0,False,False,2017,2,21,1
Round of 128,Sock J.,Albot R.,R,185.0,26.9,R,175.0,29.1,1,8.0,39.0,True,False,2017,2,21,1
Round of 128,Darcis S.,Tomic B.,R,178.0,34.8,R,193.0,26.2,1,38.0,26.0,False,False,2017,2,21,1
Round of 128,Coric B.,Giraldo S.,R,188.0,22.1,R,188.0,31.3,1,12.0,90.0,False,False,2017,2,21,1
Round of 128,Raonic M.,Smyczek T.,R,196.0,28.0,R,175.0,31.1,1,3.0,101.0,False,True,2017,2,21,1
Round of 128,Donaldson J.,Kukushkin M.,R,188.0,22.3,R,183.0,31.0,1,48.0,40.0,True,False,2017,2,21,1
Round of 128,Johnson S.,Kozlov S.,R,188.0,29.1,R,183.0,22.0,1,25.0,115.0,True,True,2017,2,21,1
Round of 128,Young D.,Karlovic I.,L,183.0,35.0,R,208.0,39.8,1,42.0,20.0,True,False,2017,2,21,1
Round of 128,Basilashvili N.,Haas T.,R,185.0,26.8,R,188.0,46.0,1,16.0,193.37522441651703,False,False,2017,2,21,1
Round of 64,Sock J.,Garcia-Lopez G.,R,185.0,26.9,R,185.0,41.0,1,8.0,65.0,True,False,2017,2,23,3
Round of 64,Johnson S.,Nishioka Y.,R,188.0,29.1,L,170.0,23.2,1,25.0,48.0,True,False,2017,2,23,3
Round of 64,Raonic M.,Coric B.,R,196.0,28.0,R,188.0,22.1,1,3.0,12.0,False,False,2017,2,23,3
Round of 64,Darcis S.,Basilashvili N.,R,178.0,34.8,R,185.0,26.8,1,38.0,16.0,False,False,2017,2,23,3
Round of 64,Querrey S.,Donaldson J.,R,198.0,31.2,R,188.0,22.3,1,11.0,48.0,True,True,2017,2,23,3
Round of 64,Young D.,Fritz T.,L,183.0,35.0,R,193.0,21.1,1,42.0,24.0,True,True,2017,2,23,3
Quarterfinals,Young D.,Darcis S.,L,183.0,35.0,R,178.0,34.8,1,42.0,38.0,True,False,2017,2,24,4
Quarterfinals,Sock J.,Johnson S.,R,185.0,26.9,R,188.0,29.0,1,8.0,25.0,True,True,2017,2,24,4
Quarterfinals,Raonic M.,Edmund K.,R,196.0,28.0,R,188.0,23.9,1,3.0,14.0,False,False,2017,2,24,4
Semifinals,Sock J.,Young D.,R,185.0,26.9,L,183.0,29.6,1,8.0,42.0,True,True,2017,2,25,5
The Final,Sock J.,Raonic M.,R,185.0,26.9,R,196.0,28.0,1,8.0,3.0,True,False,2017,2,26,6
Round of 128,Youzhny M.,Tsitsipas S.,R,183.0,42.0,R,193.0,20.4,1,57.0,5.0,False,False,2017,2,20,0
Round of 128,Simon G.,Khachanov K.,R,183.0,34.0,R,198.0,22.6,1,23.0,8.0,True,False,2017,2,20,0
Round of 128,Marchenko I.,Rublev A.,R,185.0,32.4,R,188.0,21.1,1,74.0,8.0,False,False,2017,2,21,1
Round of 128,Gombos N.,Donskoy E.,R,193.0,28.9,R,185.0,28.6,1,83.0,71.0,False,False,2017,2,21,1
Round of 128,Benneteau J.,Shapovalov D.,R,185.0,43.0,L,185.0,19.7,1,55.0,11.0,True,False,2017,2,21,1
Round of 128,Stakhovsky S.,Vesely J.,R,193.0,33.1,L,198.0,25.4,1,96.0,46.0,False,False,2017,2,21,1
Round of 128,Gasquet R.,Haase R.,R,185.0,32.8,R,190.0,31.7,1,18.0,35.0,True,False,2017,2,21,1
Round of 128,Mahut N.,Zverev A.,R,190.0,37.3,R,198.0,21.7,1,38.0,3.0,True,False,2017,2,21,1
Round of 128,Medvedev D.,Paire B.,R,198.0,22.8,R,196.0,29.6,1,4.0,19.0,False,True,2017,2,22,2
Round of 64,Simon G.,Benneteau J.,R,183.0,34.0,R,185.0,43.0,1,23.0,55.0,True,True,2017,2,22,2
Round of 64,Gasquet R.,Youzhny M.,R,185.0,32.8,R,183.0,42.0,1,18.0,57.0,True,False,2017,2,22,2
Round of 64,Kyrgios N.,Jaziri M.,R,193.0,23.6,R,185.0,34.9,1,13.0,42.0,False,False,2017,2,22,2
Round of 64,Pouille L.,Bedene A.,R,185.0,24.8,R,181.0,29.4,1,11.0,43.0,True,False,2017,2,22,2
Round of 64,Gombos N.,Mahut N.,R,193.0,28.9,R,190.0,37.0,1,83.0,38.0,False,True,2017,2,23,3
Round of 64,Monfils G.,Stakhovsky S.,R,193.0,32.3,R,193.0,32.9,1,6.0,96.0,True,False,2017,2,23,3
Quarterfinals,Kyrgios N.,Gombos N.,R,193.0,23.6,R,193.0,28.9,1,13.0,83.0,False,False,2017,2,24,4
Quarterfinals,Pouille L.,Medvedev D.,R,185.0,24.8,R,198.0,22.8,1,11.0,4.0,True,False,2017,2,24,4
Quarterfinals,Gasquet R.,Monfils G.,R,185.0,32.8,R,193.0,32.3,1,18.0,6.0,True,True,2017,2,24,4
Semifinals,Pouille L.,Gasquet R.,R,185.0,24.8,R,185.0,32.8,1,11.0,18.0,True,True,2017,2,25,5
Round of 128,Lajovic D.,Bagnis F.,R,180.0,28.5,L,183.0,28.9,1,23.0,55.0,False,False,2017,2,20,0
Round of 128,Schwartzman D.,Olivo R.,R,170.0,26.3,R,180.0,27.9,1,9.0,79.0,False,False,2017,2,20,0
Round of 128,Kicker N.,Cecchinato M.,R,178.0,32.0,R,185.0,26.2,1,84.0,16.0,False,False,2017,2,20,0
Round of 128,Monteiro T.,Elias G.,L,183.0,24.7,R,183.0,34.0,1,74.0,77.0,True,False,2017,2,21,1
Round of 128,Fognini F.,Robredo T.,R,178.0,31.6,R,180.0,37.2,1,9.0,93.10835913312694,False,False,2017,2,21,1
Round of 128,Ramos-Vinolas A.,Robert S.,L,188.0,36.0,R,185.0,39.6,1,17.0,53.0,False,False,2017,2,21,1
Round of 128,Delbonis F.,Lorenzi P.,L,190.0,28.3,R,183.0,37.0,1,44.0,33.0,False,False,2017,2,21,1
Round of 128,Zeballos H.,Berlocq C.,L,188.0,39.0,R,183.0,36.0,1,49.0,62.0,False,False,2017,2,21,1
Round of 128,Bellucci T.,Nishikori K.,L,188.0,37.0,R,178.0,29.0,1,53.0,4.0,True,False,2017,2,21,1
Round of 128,Thiem D.,Tipsarevic J.,R,185.0,25.3,R,180.0,34.5,1,3.0,58.0,False,False,2017,2,22,2
Round of 64,Schwartzman D.,Delbonis F.,R,170.0,26.3,L,190.0,28.2,1,9.0,44.0,False,False,2017,2,22,2
Round of 64,Ramos-Vinolas A.,Fognini F.,L,188.0,36.0,R,178.0,31.6,1,17.0,9.0,False,False,2017,2,22,2
Round of 64,Thiem D.,Lajovic D.,R,185.0,25.3,R,180.0,28.5,1,3.0,23.0,False,False,2017,2,22,2
Round of 64,Monteiro T.,Bellucci T.,L,183.0,24.7,L,188.0,37.0,1,74.0,53.0,True,True,2017,2,24,4
Quarterfinals,Ramos-Vinolas A.,Kicker N.,L,188.0,36.0,R,178.0,32.0,1,17.0,84.0,False,False,2017,2,24,4
Quarterfinals,Thiem D.,Schwartzman D.,R,185.0,25.3,R,170.0,26.3,1,3.0,9.0,False,False,2017,2,24,4
Quarterfinals,Ruud C.,Monteiro T.,R,183.0,20.1,L,183.0,24.5,1,25.0,74.0,False,True,2017,2,24,4
Semifinals,Thiem D.,Ramos-Vinolas A.,R,185.0,25.3,L,188.0,36.0,1,3.0,17.0,False,False,2017,2,25,5
Round of 128,Coric B.,Gomez L.,R,188.0,22.1,L,178.0,23.9,1,12.0,492.0,False,True,2017,2,27,0
Round of 128,Johnson S.,Isner J.,R,188.0,29.1,R,206.0,33.7,1,25.0,9.0,False,False,2017,2,28,1
Round of 128,Goffin D.,Robert S.,R,180.0,28.1,R,185.0,39.6,1,7.0,53.0,False,False,2017,2,28,1
Round of 128,Mannarino A.,Fritz T.,L,183.0,30.6,R,193.0,21.1,1,22.0,24.0,False,False,2017,2,28,1
Round of 128,Thompson J.,Lopez F.,R,183.0,24.6,L,188.0,37.3,1,43.0,25.0,False,False,2017,2,28,1
Round of 128,Escobedo E.,Kozlov S.,R,185.0,24.1,R,183.0,22.0,1,69.0,115.0,False,False,2017,2,28,1
Round of 128,Young D.,Tomic B.,L,183.0,35.0,R,193.0,26.2,1,42.0,26.0,False,False,2017,2,28,1
Round of 128,Querrey S.,Edmund K.,R,198.0,31.2,R,188.0,23.9,1,11.0,14.0,False,False,2017,2,28,1
Round of 128,Djokovic N.,Klizan M.,R,188.0,31.6,L,190.0,29.4,1,1.0,34.0,False,False,2017,3,1,2
Round of 128,Kyrgios N.,Sela D.,R,193.0,23.6,R,175.0,34.4,1,13.0,67.0,False,False,2017,3,1,2
Round of 128,Nadal R.,Zverev M.,L,185.0,32.6,L,190.0,31.3,1,1.0,26.0,False,False,2017,3,1,2
Round of 128,Thiem D.,Simon G.,R,185.0,25.3,R,183.0,34.0,1,3.0,23.0,False,False,2017,3,1,2
Round of 128,Nishioka Y.,Sock J.,L,170.0,23.2,R,185.0,26.3,1,48.0,8.0,False,False,2017,3,1,2
Round of 64,Querrey S.,Goffin D.,R,198.0,31.2,R,180.0,28.0,1,11.0,7.0,False,False,2017,3,1,2
Round of 64,Kyrgios N.,Young D.,R,193.0,23.6,L,183.0,29.6,1,13.0,42.0,False,False,2017,3,1,2
Round of 64,Nishioka Y.,Thompson J.,L,170.0,23.2,R,183.0,24.6,1,48.0,43.0,False,False,2017,3,1,2
Round of 64,Cilic M.,Coric B.,R,198.0,30.2,R,188.0,22.1,1,3.0,12.0,False,False,2017,3,2,3
Round of 64,Johnson S.,Escobedo E.,R,188.0,29.1,R,185.0,23.1,1,25.0,69.0,False,True,2017,3,2,3
Round of 64,Nadal R.,Lorenzi P.,L,185.0,32.6,R,183.0,37.0,1,1.0,33.0,False,False,2017,3,2,3
Round of 64,Thiem D.,Mannarino A.,R,185.0,25.3,L,183.0,30.5,1,3.0,22.0,False,False,2017,3,2,3
Quarterfinals,Cilic M.,Johnson S.,R,198.0,30.2,R,188.0,29.0,1,3.0,25.0,False,False,2017,3,2,3
Quarterfinals,Nadal R.,Nishioka Y.,L,185.0,32.6,L,170.0,23.2,1,1.0,48.0,False,False,2017,3,2,3
Quarterfinals,Querrey S.,Thiem D.,R,198.0,31.2,R,185.0,25.3,1,11.0,3.0,False,False,2017,3,3,4
Quarterfinals,Kyrgios N.,Djokovic N.,R,193.0,23.6,R,188.0,31.6,1,13.0,1.0,False,False,2017,3,3,4
Semifinals,Nadal R.,Cilic M.,L,185.0,32.6,R,198.0,30.2,1,1.0,3.0,False,False,2017,3,4,5
Semifinals,Querrey S.,Kyrgios N.,R,198.0,31.2,R,193.0,23.6,1,11.0,13.0,False,False,2017,3,4,5
The Final,Querrey S.,Nadal R.,R,198.0,31.2,L,185.0,32.6,1,11.0,1.0,False,False,2017,3,5,6
Round of 128,Granollers M.,Vesely J.,R,190.0,32.8,L,198.0,25.4,1,36.0,46.0,False,False,2017,2,27,0
