Round,player,opponent,player_hand,player_ht,player_age,opponent_hand,opponent_ht,opponent_age,win,player_rank,opponent_rank,is_player_home_country,is_opponent_home_country,year,month,day,dayofweek
Semifinals,Gasquet R.,Paire B.,R,185.0,38.0,R,196.0,35.0,1,18.0,19.0,True,True,2017,1,1,6
Quarterfinals,Tsonga J.,Medvedev D.,R,188.0,39.0,R,198.0,28.0,1,29.0,4.0,True,False,2017,1,1,6
Quarterfinals,Gasquet R.,Schepper K.,R,185.0,38.0,L,203.0,37.0,1,18.0,457.4317718940937,True,True,2017,1,1,6
Quarterfinals,Zverev A.,Chardy J.,R,198.0,27.0,R,188.0,37.0,1,3.0,35.0,False,True,2017,1,1,6
Quarterfinals,Paire B.,Brown D.,R,196.0,35.0,R,196.0,40.0,1,19.0,66.0,True,False,2017,1,1,6
Round of 16,Brown D.,Cilic M.,R,196.0,40.0,R,198.0,36.0,1,66.0,3.0,False,False,2017,1,1,6
Round of 16,Tsonga J.,Herbert P.,R,188.0,39.0,R,188.0,33.0,1,29.0,36.0,True,True,2017,1,1,6
Round of 16,Gasquet R.,Jaziri M.,R,185.0,38.0,R,185.0,40.0,1,18.0,42.0,True,False,2017,1,1,6
Round of 16,Zverev A.,Bedene A.,R,198.0,27.0,R,183.0,35.0,1,3.0,43.0,False,False,2017,1,1,6
Round of 16,Paire B.,Lopez F.,R,196.0,35.0,L,185.0,43.0,1,19.0,25.0,True,False,2017,1,1,6
Round of 16,Medvedev D.,Verdasco F.,R,198.0,28.0,L,185.0,41.0,1,4.0,26.0,False,False,2017,1,1,6
Round of 16,Chardy J.,Mathieu P.,R,188.0,37.0,R,185.0,42.0,1,35.0,170.42372881355934,True,True,2017,1,1,6
Round of 16,Schepper K.,Marchenko I.,L,203.0,37.0,R,185.0,37.0,1,457.4317718940937,74.0,True,False,2017,1,1,6
Round of 32,Lopez F.,Benneteau J.,L,185.0,43.0,R,185.0,43.0,1,25.0,55.0,False,True,2017,1,1,6
Round of 32,Schepper K.,Zverev M.,L,203.0,37.0,L,191.0,37.0,1,457.4317718940937,26.0,True,False,2017,1,1,6
Round of 32,Chardy J.,Granollers M.,R,188.0,37.0,R,191.0,38.0,1,35.0,36.0,True,False,2017,1,1,6
Round of 32,Verdasco F.,Barrere G.,L,185.0,41.0,R,183.0,30.0,1,26.0,82.0,False,True,2017,1,1,6
Round of 32,Bedene A.,Coric B.,R,183.0,35.0,R,185.0,28.0,1,43.0,12.0,False,False,2017,1,1,6
Round of 32,Brown D.,Garcia-Lopez G.,R,196.0,40.0,R,185.0,41.0,1,66.0,65.0,False,False,2017,1,1,6
Round of 32,Herbert P.,Hemery C.,R,188.0,33.0,R,188.0,29.0,1,36.0,127.0,True,True,2017,1,1,6
Round of 32,Jaziri M.,Lamasine T.,R,185.0,40.0,R,183.0,31.0,1,42.0,202.0,False,True,2017,1,1,6
Round of 32,Marchenko I.,Halys Q.,R,185.0,37.0,R,191.0,28.0,1,74.0,115.0,False,True,2017,1,1,6
Round of 32,Mathieu P.,Millot V.,R,185.0,42.0,L,173.0,38.0,1,170.42372881355934,148.0,True,True,2017,1,1,6
Round of 32,Medvedev D.,Kamke T.,R,198.0,28.0,R,178.0,38.0,1,4.0,123.0,False,False,2017,1,1,6
Round of 32,Paire B.,Khachanov K.,R,196.0,35.0,R,198.0,28.0,1,19.0,8.0,True,False,2017,1,1,6
2nd Round Qualifying,Benneteau J.,Napolitano S.,R,185.0,43.0,R,196.0,29.0,1,55.0,181.0,True,False,2017,1,1,6
2nd Round Qualifying,Hemery C.,Millot V.,R,188.0,29.0,L,173.0,38.0,1,127.0,148.0,True,True,2017,1,1,6
2nd Round Qualifying,Schepper K.,Barrere G.,L,203.0,37.0,R,183.0,30.0,1,457.4317718940937,82.0,True,True,2017,1,1,6
2nd Round Qualifying,Lamasine T.,Eysseric J.,R,183.0,31.0,L,180.0,34.0,1,202.0,413.9183303,True,True,2017,1,1,6
1st Round Qualifying,Benneteau J.,Martin F.,R,185.0,43.0,R,198.0,38.0,1,55.0,658.213355,True,True,2017,1,1,6
1st Round Qualifying,Millot V.,Moutet C.,L,173.0,38.0,L,175.0,25.0,1,148.0,70.0,True,True,2017,1,1,6
1st Round Qualifying,Eysseric J.,Montanes A.,L,180.0,34.0,R,175.0,44.0,1,413.9183303,130.66702127659573,True,False,2017,1,1,6
1st Round Qualifying,Napolitano S.,Sharan D.,R,196.0,29.0,U,183.0,38.0,1,181.0,871.2027027027027,False,False,2017,1,1,6
1st Round Qualifying,Barrere G.,Jahn J.,R,183.0,30.0,R,178.0,34.0,1,82.0,737.3942307692307,True,False,2017,1,1,6
The Final,Burgos V.,Lorenzi P.,R,170.0,44.0,R,183.0,43.0,1,411.2072463768116,33.0,False,False,2017,1,1,6
Semifinals,Lorenzi P.,Ramos-Vinolas A.,R,183.0,43.0,L,188.0,36.0,1,33.0,17.0,False,False,2017,1,1,6
Semifinals,Burgos V.,Bellucci T.,R,170.0,44.0,L,188.0,37.0,1,411.2072463768116,53.0,False,False,2017,1,1,6
Quarterfinals,Ramos-Vinolas A.,Baena R.,L,188.0,36.0,R,180.0,31.0,1,17.0,72.0,False,False,2017,1,1,6
Quarterfinals,Lorenzi P.,Ram R.,R,183.0,43.0,R,193.0,40.0,1,33.0,137.0,False,False,2017,1,1,6
Quarterfinals,Bellucci T.,Olivo R.,L,188.0,37.0,R,180.0,32.0,1,53.0,79.0,False,False,2017,1,1,6
Quarterfinals,Burgos V.,Gaio F.,R,170.0,44.0,R,180.0,32.0,1,411.2072463768116,124.0,False,False,2017,1,1,6
Round of 16,Burgos V.,Karlovic I.,R,170.0,44.0,R,211.0,45.0,1,411.2072463768116,20.0,False,False,2017,1,1,6
Round of 16,Ramos-Vinolas A.,Falla A.,L,188.0,36.0,L,185.0,41.0,1,17.0,288.5053003533569,False,False,2017,1,1,6
Round of 16,Lorenzi P.,Ebden M.,R,183.0,43.0,R,188.0,37.0,1,33.0,39.0,False,False,2017,1,1,6
Round of 16,Bellucci T.,Tipsarevic J.,L,188.0,37.0,R,180.0,40.0,1,53.0,58.0,False,False,2017,1,1,6
Round of 16,Olivo R.,Giraldo S.,R,180.0,32.0,R,188.0,37.0,1,79.0,90.0,False,False,2017,1,1,6
Round of 16,Baena R.,Lapentti G.,R,180.0,31.0,R,193.0,41.0,1,72.0,457.8671875,False,True,2017,1,1,6
Round of 16,Gaio F.,Melzer G.,R,180.0,32.0,L,188.0,34.0,1,124.0,68.0,False,False,2017,1,1,6
Round of 16,Ram R.,Kicker N.,R,193.0,40.0,R,178.0,32.0,1,137.0,84.0,False,False,2017,1,1,6
Round of 32,Ram R.,Dolgopolov A.,R,193.0,40.0,R,180.0,36.0,1,137.0,185.0,False,False,2017,1,1,6
Round of 32,Melzer G.,Zeballos H.,L,188.0,34.0,L,188.0,39.0,1,68.0,49.0,False,False,2017,1,1,6
Round of 32,Lapentti G.,Monteiro T.,R,193.0,41.0,L,183.0,30.0,1,457.8671875,74.0,True,False,2017,1,1,6
Round of 32,Baena R.,Silva R.,R,180.0,31.0,R,178.0,40.0,1,72.0,138.0,False,False,2017,1,1,6
Round of 32,Burgos V.,Martin A.,R,170.0,44.0,U,180.0,35.0,1,411.2072463768116,93.0,False,False,2017,1,1,6
Round of 32,Falla A.,Giannessi A.,L,185.0,41.0,L,185.0,34.0,1,288.5053003533569,91.0,False,False,2017,1,1,6
Round of 32,Gaio F.,Souza J.,R,180.0,32.0,R,193.0,36.0,1,124.0,129.0,False,False,2017,1,1,6
Round of 32,Giraldo S.,Becker B.,R,188.0,37.0,R,178.0,43.0,1,90.0,126.0,False,False,2017,1,1,6
Round of 32,Kicker N.,Andreozzi G.,R,178.0,32.0,R,183.0,33.0,1,84.0,70.0,False,False,2017,1,1,6
Round of 32,Tipsarevic J.,Gimeno-Traver D.,R,180.0,40.0,R,183.0,39.0,1,58.0,114.0,False,False,2017,1,1,6
2nd Round Qualifying,Baena R.,Sarkissian A.,R,180.0,31.0,R,191.0,34.0,1,72.0,651.2132867132867,False,False,2017,1,1,6
2nd Round Qualifying,Gaio F.,Cecchinato M.,R,180.0,32.0,R,185.0,32.0,1,124.0,16.0,False,False,2017,1,1,6
2nd Round Qualifying,Falla A.,Zampieri C.,L,185.0,41.0,U,183.0,38.0,1,288.5053003533569,510.8402282453638,False,False,2017,1,1,6
1st Round Qualifying,Baena R.,Molteni A.,R,180.0,31.0,R,180.0,36.0,1,72.0,521.1146179401993,False,False,2017,1,1,6
1st Round Qualifying,Falla A.,Hidalgo R.,L,185.0,41.0,R,183.0,46.0,1,288.5053003533569,193.3490759753593,False,False,2017,1,1,6
1st Round Qualifying,Gaio F.,Galan D.,R,180.0,32.0,R,191.0,28.0,1,124.0,146.0,False,False,2017,1,1,6
1st Round Qualifying,Cecchinato M.,Clezar G.,R,185.0,32.0,R,183.0,32.0,1,16.0,225.0,False,False,2017,1,1,6
1st Round Qualifying,Sarkissian A.,Paz J.,R,191.0,34.0,R,170.0,29.0,1,651.2132867132867,587.5059760956175,False,False,2017,1,1,6
1st Round Qualifying,Zampieri C.,Collarini A.,U,183.0,38.0,L,185.0,32.0,1,510.8402282453638,687.0995850622406,False,False,2017,1,1,6
The Final,Dimitrov G.,Goffin D.,R,191.0,33.0,R,180.0,34.0,1,3.0,7.0,False,False,2017,1,1,6
Semifinals,Goffin D.,Agut R.,R,180.0,34.0,R,183.0,36.0,1,7.0,9.0,False,False,2017,1,1,6
Semifinals,Dimitrov G.,Basilashvili N.,R,191.0,33.0,R,185.0,32.0,1,3.0,16.0,False,False,2017,1,1,6
Quarterfinals,Goffin D.,Darcis S.,R,180.0,34.0,R,178.0,40.0,1,7.0,38.0,False,False,2017,1,1,6
Quarterfinals,Dimitrov G.,Troicki V.,R,191.0,33.0,R,193.0,38.0,1,3.0,29.0,False,False,2017,1,1,6
Quarterfinals,Agut R.,Muller G.,R,183.0,36.0,L,193.0,41.0,1,9.0,21.0,False,False,2017,1,1,6
Quarterfinals,Basilashvili N.,Klizan M.,R,185.0,32.0,L,191.0,35.0,1,16.0,34.0,False,False,2017,1,1,6
Round of 16,Basilashvili N.,Thiem D.,R,185.0,32.0,R,185.0,31.0,1,16.0,3.0,False,False,2017,1,1,6
Round of 16,Goffin D.,Albot R.,R,180.0,34.0,R,175.0,35.0,1,7.0,39.0,False,False,2017,1,1,6
Round of 16,Dimitrov G.,Janowicz J.,R,191.0,33.0,R,203.0,34.0,1,3.0,141.0,False,False,2017,1,1,6
Round of 16,Agut R.,Stebe C.,R,183.0,36.0,L,183.0,34.0,1,9.0,147.0,False,False,2017,1,1,6
Round of 16,Muller G.,Youzhny M.,L,193.0,41.0,R,183.0,42.0,1,21.0,57.0,False,False,2017,1,1,6
Round of 16,Klizan M.,Brands D.,L,191.0,35.0,R,196.0,37.0,1,34.0,180.0,False,False,2017,1,1,6
Round of 16,Troicki V.,Haase R.,R,193.0,38.0,R,191.0,37.0,1,29.0,35.0,False,False,2017,1,1,6
Round of 16,Darcis S.,Seppi A.,R,178.0,40.0,R,191.0,40.0,1,38.0,35.0,False,False,2017,1,1,6
Round of 32,Muller G.,Bourgue M.,L,193.0,41.0,R,188.0,30.0,1,21.0,156.0,False,False,2017,1,1,6
Round of 32,Klizan M.,Kuznetsov A.,L,191.0,35.0,R,185.0,33.0,1,34.0,217.70337078651684,False,False,2017,1,1,6
Round of 32,Troicki V.,Ilkel C.,R,193.0,38.0,R,185.0,29.0,1,29.0,195.0,False,False,2017,1,1,6
Round of 32,Albot R.,Lazarov A.,R,175.0,35.0,R,188.0,27.0,1,39.0,527.0,False,False,2017,1,1,6
Round of 32,Basilashvili N.,Mannarino A.,R,185.0,32.0,L,180.0,36.0,1,16.0,22.0,False,False,2017,1,1,6
Round of 32,Brands D.,Chiudinelli M.,R,196.0,37.0,R,185.0,43.0,1,180.0,141.0,False,False,2017,1,1,6
Round of 32,Darcis S.,Marterer M.,R,178.0,40.0,L,191.0,29.0,1,38.0,45.0,False,False,2017,1,1,6
Round of 32,Haase R.,Kuzmanov D.,R,191.0,37.0,R,183.0,31.0,1,35.0,291.0,False,False,2017,1,1,6
Round of 32,Janowicz J.,Sela D.,R,203.0,34.0,R,175.0,39.0,1,141.0,67.0,False,False,2017,1,1,6
Round of 32,Seppi A.,Dzumhur D.,R,191.0,40.0,R,175.0,32.0,1,35.0,23.0,False,False,2017,1,1,6
Round of 32,Stebe C.,Gabashvili T.,L,183.0,34.0,R,188.0,39.0,1,147.0,225.44114002478315,False,False,2017,1,1,6
Round of 32,Youzhny M.,Tepavac M.,R,183.0,42.0,R,193.0,30.0,1,57.0,201.0,False,False,2017,1,1,6
2nd Round Qualifying,Brands D.,Gabashvili T.,R,196.0,37.0,R,188.0,39.0,1,180.0,225.44114002478315,False,False,2017,1,1,6
2nd Round Qualifying,Marterer M.,Tepavac M.,L,191.0,29.0,R,193.0,30.0,1,45.0,201.0,False,False,2017,1,1,6
2nd Round Qualifying,Bourgue M.,Krajinovic F.,R,188.0,30.0,R,185.0,32.0,1,156.0,26.0,False,False,2017,1,1,6
2nd Round Qualifying,Stebe C.,Zekic M.,L,183.0,34.0,R,185.0,36.0,1,147.0,316.0,False,False,2017,1,1,6
1st Round Qualifying,Gabashvili T.,Masur D.,R,188.0,39.0,R,183.0,30.0,1,225.44114002478315,296.0,False,False,2017,1,1,6
1st Round Qualifying,Bourgue M.,Sidorenko A.,R,188.0,30.0,U,185.0,36.0,1,156.0,516.6130573248407,False,False,2017,1,1,6
1st Round Qualifying,Krajinovic F.,Moriya H.,R,185.0,32.0,R,170.0,34.0,1,26.0,313.5091324200913,False,False,2017,1,1,6
1st Round Qualifying,Zekic M.,Tsitsipas S.,R,185.0,36.0,R,193.0,26.0,1,316.0,5.0,False,False,2017,1,1,6
1st Round Qualifying,Tepavac M.,Agabigun S.,R,193.0,30.0,R,178.0,27.0,1,201.0,1134.708609271523,False,False,2017,1,1,6
1st Round Qualifying,Brands D.,Mertens Y.,R,196.0,37.0,U,188.0,37.0,1,180.0,353.783542,False,False,2017,1,1,6
The Final,Dolgopolov A.,Nishikori K.,R,180.0,36.0,R,178.0,35.0,1,185.0,4.0,False,False,2017,1,1,6
Semifinals,Nishikori K.,Berlocq C.,R,178.0,35.0,R,183.0,41.0,1,4.0,62.0,False,True,2017,1,1,6
Semifinals,Dolgopolov A.,Busta P.,R,180.0,36.0,R,188.0,33.0,1,185.0,15.0,False,False,2017,1,1,6
Quarterfinals,Nishikori K.,Sousa J.,R,178.0,35.0,R,185.0,35.0,1,4.0,35.0,False,False,2017,1,1,6
Quarterfinals,Busta P.,Ramos-Vinolas A.,R,188.0,33.0,L,188.0,36.0,1,15.0,17.0,False,False,2017,1,1,6
Quarterfinals,Berlocq C.,Monteiro T.,R,183.0,41.0,L,183.0,30.0,1,62.0,74.0,True,False,2017,1,1,6
Quarterfinals,Dolgopolov A.,Melzer G.,R,180.0,36.0,L,188.0,34.0,1,185.0,68.0,False,False,2017,1,1,6
Round of 16,Nishikori K.,Schwartzman D.,R,178.0,35.0,R,170.0,32.0,1,4.0,9.0,False,True,2017,1,1,6
Round of 16,Dolgopolov A.,Cuevas P.,R,180.0,36.0,R,180.0,38.0,1,185.0,22.0,False,False,2017,1,1,6
Round of 16,Berlocq C.,Ferrer D.,R,183.0,41.0,R,175.0,42.0,1,62.0,21.0,True,False,2017,1,1,6
Round of 16,Busta P.,Giannessi A.,R,188.0,33.0,L,185.0,34.0,1,15.0,91.0,False,False,2017,1,1,6
Round of 16,Ramos-Vinolas A.,Mayer L.,L,188.0,36.0,R,191.0,37.0,1,17.0,36.0,False,True,2017,1,1,6
Round of 16,Sousa J.,Delbonis F.,R,185.0,35.0,L,191.0,34.0,1,35.0,44.0,False,True,2017,1,1,6
Round of 16,Melzer G.,Andreozzi G.,L,188.0,34.0,R,183.0,33.0,1,68.0,70.0,False,True,2017,1,1,6
Round of 16,Monteiro T.,Robredo T.,L,183.0,30.0,R,180.0,42.0,1,74.0,93.10835913312694,False,False,2017,1,1,6
Round of 32,Ramos-Vinolas A.,Pella G.,L,188.0,36.0,L,185.0,34.0,1,17.0,20.0,False,True,2017,1,1,6
Round of 32,Sousa J.,Zeballos H.,R,185.0,35.0,L,188.0,39.0,1,35.0,49.0,False,True,2017,1,1,6
Round of 32,Robredo T.,Fognini F.,R,180.0,42.0,R,178.0,37.0,1,93.10835913312694,9.0,False,False,2017,1,1,6
Round of 32,Melzer G.,Lorenzi P.,L,188.0,34.0,R,183.0,43.0,1,68.0,33.0,False,False,2017,1,1,6
Round of 32,Andreozzi G.,Olivo R.,R,183.0,33.0,R,180.0,32.0,1,70.0,79.0,True,True,2017,1,1,6
Round of 32,Berlocq C.,Kovalik J.,R,183.0,41.0,R,183.0,32.0,1,62.0,82.0,True,False,2017,1,1,6
Round of 32,Delbonis F.,Robert S.,L,191.0,34.0,R,185.0,44.0,1,44.0,53.0,True,False,2017,1,1,6
Round of 32,Dolgopolov A.,Tipsarevic J.,R,180.0,36.0,R,180.0,40.0,1,185.0,58.0,False,False,2017,1,1,6
Round of 32,Giannessi A.,Silva R.,L,185.0,34.0,R,178.0,40.0,1,91.0,138.0,False,False,2017,1,1,6
Round of 32,Mayer L.,Elias G.,R,191.0,37.0,R,183.0,34.0,1,36.0,77.0,True,False,2017,1,1,6
Round of 32,Monteiro T.,Burgos V.,L,183.0,30.0,R,170.0,44.0,1,74.0,411.2072463768116,False,False,2017,1,1,6
Round of 32,Schwartzman D.,Bagnis F.,R,170.0,32.0,L,183.0,34.0,1,9.0,55.0,True,True,2017,1,1,6
2nd Round Qualifying,Silva R.,Souza J.,R,178.0,40.0,R,193.0,36.0,1,138.0,129.0,False,False,2017,1,1,6
2nd Round Qualifying,Giannessi A.,Lajovic D.,L,185.0,34.0,R,183.0,34.0,1,91.0,23.0,False,False,2017,1,1,6
2nd Round Qualifying,Kovalik J.,Hidalgo R.,R,183.0,32.0,R,183.0,46.0,1,82.0,193.3490759753593,False,False,2017,1,1,6
2nd Round Qualifying,Andreozzi G.,Gonzalez M.,R,183.0,33.0,R,175.0,41.0,1,70.0,163.0,True,True,2017,1,1,6
1st Round Qualifying,Lajovic D.,Bolelli S.,R,183.0,34.0,R,183.0,39.0,1,23.0,129.0,False,False,2017,1,1,6
1st Round Qualifying,Kovalik J.,Martin A.,R,183.0,32.0,U,180.0,35.0,1,82.0,93.0,False,False,2017,1,1,6
1st Round Qualifying,Gonzalez M.,Kicker N.,R,175.0,41.0,R,178.0,32.0,1,163.0,84.0,True,True,2017,1,1,6
1st Round Qualifying,Andreozzi G.,Lopez M.,R,183.0,33.0,R,180.0,26.0,1,70.0,1282.0471698113208,True,True,2017,1,1,6
1st Round Qualifying,Giannessi A.,Baena R.,L,185.0,34.0,R,180.0,31.0,1,91.0,72.0,False,False,2017,1,1,6
1st Round Qualifying,Souza J.,Cecchinato M.,R,193.0,36.0,R,185.0,32.0,1,129.0,16.0,False,False,2017,1,1,6
1st Round Qualifying,Hidalgo R.,Greef A.,R,183.0,46.0,R,183.0,32.0,1,193.3490759753593,202.0,False,False,2017,1,1,6
The Final,Harrison R.,Basilashvili N.,R,185.0,32.0,R,185.0,32.0,1,40.0,16.0,True,False,2017,1,1,6
Semifinals,Basilashvili N.,Kukushkin M.,R,185.0,32.0,R,183.0,37.0,1,16.0,40.0,False,False,2017,1,1,6
Semifinals,Harrison R.,Young D.,R,185.0,32.0,L,183.0,35.0,1,40.0,42.0,True,True,2017,1,1,6
Quarterfinals,Young D.,Isner J.,L,183.0,35.0,R,208.0,39.0,1,42.0,9.0,True,True,2017,1,1,6
Quarterfinals,Kukushkin M.,Johnson S.,R,183.0,37.0,R,188.0,35.0,1,40.0,25.0,False,True,2017,1,1,6
Quarterfinals,Basilashvili N.,Ebden M.,R,185.0,32.0,R,188.0,37.0,1,16.0,39.0,False,False,2017,1,1,6
Quarterfinals,Harrison R.,Dzumhur D.,R,185.0,32.0,R,175.0,32.0,1,40.0,23.0,True,False,2017,1,1,6
Round of 16,Basilashvili N.,Karlovic I.,R,185.0,32.0,R,211.0,45.0,1,16.0,20.0,False,False,2017,1,1,6
Round of 16,Isner J.,Nishioka Y.,R,208.0,39.0,L,170.0,29.0,1,9.0,48.0,True,False,2017,1,1,6
Round of 16,Harrison R.,Querrey S.,R,185.0,32.0,R,198.0,37.0,1,40.0,11.0,True,True,2017,1,1,6
Round of 16,Johnson S.,Smyczek T.,R,188.0,35.0,R,175.0,37.0,1,25.0,101.0,True,True,2017,1,1,6
Round of 16,Dzumhur D.,Darcis S.,R,175.0,32.0,R,178.0,40.0,1,23.0,38.0,False,False,2017,1,1,6
Round of 16,Ebden M.,Fritz T.,R,188.0,37.0,R,193.0,27.0,1,39.0,24.0,False,True,2017,1,1,6
Round of 16,Kukushkin M.,King D.,R,183.0,37.0,R,188.0,32.0,1,40.0,121.0,False,False,2017,1,1,6
Round of 16,Young D.,Opelka R.,L,183.0,35.0,R,211.0,27.0,1,42.0,33.0,True,True,2017,1,1,6
Round of 32,King D.,Tomic B.,R,188.0,32.0,R,196.0,32.0,1,121.0,26.0,False,False,2017,1,1,6
Round of 32,Young D.,Mannarino A.,L,183.0,35.0,L,180.0,36.0,1,42.0,22.0,True,False,2017,1,1,6
Round of 32,Darcis S.,Albot R.,R,178.0,40.0,R,175.0,35.0,1,38.0,39.0,False,False,2017,1,1,6
Round of 32,Fritz T.,Lu Y.,R,193.0,27.0,R,180.0,41.0,1,24.0,131.63222632226322,True,False,2017,1,1,6
Round of 32,Basilashvili N.,Thompson J.,R,185.0,32.0,R,183.0,30.0,1,16.0,43.0,False,False,2017,1,1,6
Round of 32,Dzumhur D.,Anderson K.,R,175.0,32.0,R,203.0,38.0,1,23.0,5.0,False,False,2017,1,1,6
Round of 32,Ebden M.,Polansky P.,R,188.0,37.0,R,183.0,36.0,1,39.0,110.0,False,False,2017,1,1,6
Round of 32,Harrison R.,Kravchuk K.,R,185.0,32.0,R,191.0,39.0,1,40.0,85.0,True,False,2017,1,1,6
Round of 32,Kukushkin M.,Becker B.,R,183.0,37.0,R,178.0,43.0,1,40.0,126.0,False,False,2017,1,1,6
Round of 32,Nishioka Y.,Garcia-Lopez G.,L,170.0,29.0,R,185.0,41.0,1,48.0,65.0,False,False,2017,1,1,6
Round of 32,Opelka R.,Donaldson J.,R,211.0,27.0,R,188.0,28.0,1,33.0,48.0,True,True,2017,1,1,6
Round of 32,Smyczek T.,Tiafoe F.,R,175.0,37.0,R,188.0,26.0,1,101.0,29.0,True,True,2017,1,1,6
2nd Round Qualifying,Polansky P.,Barton M.,R,183.0,36.0,R,191.0,33.0,1,110.0,198.0,False,False,2017,1,1,6
2nd Round Qualifying,Smyczek T.,Becker B.,R,175.0,37.0,R,178.0,43.0,1,101.0,126.0,True,False,2017,1,1,6
2nd Round Qualifying,King D.,Ito T.,R,188.0,32.0,R,180.0,36.0,1,121.0,141.0,False,False,2017,1,1,6
2nd Round Qualifying,Ebden M.,Baker B.,R,188.0,37.0,R,191.0,39.0,1,39.0,462.5838041431262,False,True,2017,1,1,6
1st Round Qualifying,Polansky P.,Nedunchezhiyan J.,R,183.0,36.0,L,173.0,36.0,1,110.0,856.1452830188679,False,False,2017,1,1,6
1st Round Qualifying,Becker B.,Mektic N.,R,178.0,43.0,R,183.0,36.0,1,126.0,331.0,False,False,2017,1,1,6
1st Round Qualifying,Ebden M.,Kudla D.,R,188.0,37.0,R,180.0,32.0,1,39.0,61.0,False,True,2017,1,1,6
1st Round Qualifying,Baker B.,Ymer E.,R,191.0,39.0,R,183.0,28.0,1,462.5838041431262,108.0,True,False,2017,1,1,6
1st Round Qualifying,Smyczek T.,Lipsky S.,R,175.0,37.0,R,185.0,43.0,1,101.0,736.9585635359116,True,True,2017,1,1,6
1st Round Qualifying,Ito T.,McGee J.,R,180.0,36.0,R,183.0,37.0,1,141.0,491.356,False,False,2017,1,1,6
1st Round Qualifying,Barton M.,Paul T.,R,191.0,33.0,R,185.0,27.0,1,198.0,55.0,False,True,2017,1,1,6
The Final,Tsonga J.,Goffin D.,R,188.0,39.0,R,180.0,34.0,1,29.0,7.0,False,False,2017,1,1,6
Semifinals,Goffin D.,Herbert P.,R,180.0,34.0,R,188.0,33.0,1,7.0,36.0,False,False,2017,1,1,6
Semifinals,Tsonga J.,Berdych T.,R,188.0,39.0,R,196.0,39.0,1,29.0,10.0,False,False,2017,1,1,6
Quarterfinals,Tsonga J.,Cilic M.,R,188.0,39.0,R,198.0,36.0,1,29.0,3.0,False,False,2017,1,1,6
Quarterfinals,Herbert P.,Thiem D.,R,188.0,33.0,R,185.0,31.0,1,36.0,3.0,False,False,2017,1,1,6
Quarterfinals,Goffin D.,Dimitrov G.,R,180.0,34.0,R,191.0,33.0,1,7.0,3.0,False,False,2017,1,1,6
Quarterfinals,Berdych T.,Klizan M.,R,196.0,39.0,L,191.0,35.0,1,10.0,34.0,False,False,2017,1,1,6
Round of 16,Cilic M.,Coric B.,R,198.0,36.0,R,185.0,28.0,1,3.0,12.0,False,False,2017,1,1,6
Round of 16,Thiem D.,Simon G.,R,185.0,31.0,R,183.0,40.0,1,3.0,23.0,False,False,2017,1,1,6
Round of 16,Goffin D.,Haase R.,R,180.0,34.0,R,191.0,37.0,1,7.0,35.0,False,False,2017,1,1,6
Round of 16,Berdych T.,Gasquet R.,R,196.0,39.0,R,185.0,38.0,1,10.0,18.0,False,False,2017,1,1,6
Round of 16,Dimitrov G.,Istomin D.,R,191.0,33.0,R,188.0,38.0,1,3.0,57.0,False,False,2017,1,1,6
Round of 16,Tsonga J.,Muller G.,R,188.0,39.0,L,193.0,41.0,1,29.0,21.0,False,False,2017,1,1,6
Round of 16,Herbert P.,Donskoy E.,R,188.0,33.0,R,185.0,34.0,1,36.0,71.0,False,False,2017,1,1,6
Round of 16,Klizan M.,Kohlschreiber P.,L,191.0,35.0,R,178.0,41.0,1,34.0,22.0,False,False,2017,1,1,6
Round of 32,Cilic M.,Paire B.,R,198.0,36.0,R,196.0,35.0,1,3.0,19.0,False,False,2017,1,1,6
Round of 32,Thiem D.,Zverev A.,R,185.0,31.0,R,198.0,27.0,1,3.0,3.0,False,False,2017,1,1,6
Round of 32,Goffin D.,Kuznetsov A.,R,180.0,34.0,R,185.0,33.0,1,7.0,217.70337078651684,False,False,2017,1,1,6
Round of 32,Berdych T.,Copil M.,R,196.0,39.0,R,191.0,34.0,1,10.0,56.0,False,False,2017,1,1,6
Round of 32,Dimitrov G.,Zverev M.,R,191.0,33.0,L,191.0,37.0,1,3.0,26.0,False,False,2017,1,1,6
Round of 32,Tsonga J.,Tsitsipas S.,R,188.0,39.0,R,193.0,26.0,1,29.0,5.0,False,False,2017,1,1,6
Round of 32,Kohlschreiber P.,Pouille L.,R,178.0,41.0,R,185.0,30.0,1,22.0,11.0,False,False,2017,1,1,6
Round of 32,Coric B.,Khachanov K.,R,185.0,28.0,R,198.0,28.0,1,12.0,8.0,False,False,2017,1,1,6
Round of 32,Donskoy E.,Granollers M.,R,185.0,34.0,R,191.0,38.0,1,71.0,36.0,False,False,2017,1,1,6
Round of 32,Gasquet R.,Troicki V.,R,185.0,38.0,R,193.0,38.0,1,18.0,29.0,False,False,2017,1,1,6
Round of 32,Haase R.,Mayer F.,R,191.0,37.0,R,191.0,41.0,1,35.0,46.0,False,False,2017,1,1,6
Round of 32,Herbert P.,Lopez F.,R,188.0,33.0,L,185.0,43.0,1,36.0,25.0,False,False,2017,1,1,6
Round of 32,Istomin D.,Bedene A.,R,188.0,38.0,R,183.0,35.0,1,57.0,43.0,False,False,2017,1,1,6
Round of 32,Klizan M.,Verdasco F.,L,191.0,35.0,L,185.0,41.0,1,34.0,26.0,False,False,2017,1,1,6
